epoch,lambda,gate_r,gate_g,gate_b,train_total,train_l1,train_ssim,train_color,train_attn,train_gate,train_smooth_enh,train_psnr,val_total,val_l1,val_ssim,val_color,val_attn,val_gate,val_smooth_enh,val_psnr
13,0.9328883290290833,1.0535494089126587,1.0541605949401855,1.052729845046997,0.6769305173047754,0.32873990178801293,0.774323687303898,0.3232185767833577,1.0161743600701176,0.05160565531357776,0.002547388318330483,8.54442607743135,0.5521084280312061,0.26455661475658415,0.6342125535011292,0.2645346449315548,1.0245966458320617,0.05347995087504387,0.0024840933759696783,11.474047929423545
14,0.9394394159317017,1.0572251081466675,1.0578702688217163,1.0562870502471924,0.6783831847268481,0.32915571765151136,0.7767112248165663,0.32360240366569787,1.0196113801279734,0.05527112537691759,0.0025362961798321543,8.569073955545564,0.5510211780667305,0.2640463674068451,0.6327323907613754,0.26402403429150584,1.0282475847005843,0.05712747573852539,0.0024957948038354517,11.494961864462022
15,0.9460659027099609,1.0609068870544434,1.0616251230239868,1.0599135160446167,0.676749142103417,0.3292873286923697,0.7722184817458309,0.32333254034436026,1.0225901007652283,0.05900440698619499,0.0025970705955419256,8.546663609244941,0.5499193394184112,0.2635279208421707,0.6312362682819367,0.26350520983338355,1.0319394195079803,0.060815177857875824,0.0025076801457908004,11.51627643045191
16,0.9526904225349426,1.0646048784255981,1.0653403997421265,1.0635079145431519,0.6792407756627992,0.33131480806095653,0.7727925832881484,0.3256647704645645,1.0257281342218088,0.06260378563473391,0.002592009036032873,8.482327571490405,0.5488173970580101,0.2630080981552601,0.6297442674636841,0.26298499464988706,1.0356135612726212,0.06448440253734589,0.0025195945147424934,11.537713044143086
17,0.9592795372009277,1.0682488679885864,1.0690248012542725,1.0670533180236816,0.678308428026909,0.330131889255934,0.773496865533119,0.32439531749764156,1.0306568173475044,0.06627573116227638,0.0025945281336452203,8.522229765413663,0.5477214086055756,0.262489849627018,0.6282646399736405,0.26246635034680366,1.0392436826229094,0.06810899823904037,0.0025314785249065607,11.559150190297549
18,0.9657745361328125,1.071803331375122,1.0726169347763062,1.070535659790039,0.6734530655450599,0.3260630256561346,0.7723337238611176,0.3198322444114574,1.033481331758721,0.0698796957731247,0.002585584660558853,8.645831740261317,0.5466419738531113,0.26197814375162126,0.626811763048172,0.26195424601435663,1.0427927660942078,0.07165198028087616,0.002543206885457039,11.580381798968254
19,0.9719474911689758,1.0751208066940308,1.0759742259979248,1.073759913444519,0.6768298765947652,0.32885414916415545,0.7729802575222281,0.3231772894776145,1.0375630231790764,0.07323073058627373,0.0025899026713463976,8.55508213777332,0.5456204140186309,0.2614929497241974,0.6254412817955017,0.26146867021918296,1.0460986918210984,0.0749516487121582,0.0025543351052328945,11.600572819431086
20,0.9782842993736267,1.0785034894943237,1.0794306993484497,1.0771061182022095,0.6714163866153983,0.32404745196880297,0.7723906345145647,0.3178735867489216,1.0407553543878156,0.07663615247191385,0.0026381054857940694,8.69463755114086,0.5445692081749439,0.26099240362644194,0.6240343862771988,0.2609677222371101,1.0495008528232574,0.07834677398204803,0.0025658108724746853,11.6214647727546
21,0.9844635128974915,1.0817694664001465,1.0827423334121704,1.0803349018096924,0.6736628239931062,0.3262657583799473,0.7718880883482999,0.3199985003055528,1.044567079738129,0.07999881850772125,0.002671388438144742,8.61693867318593,0.5435466194152831,0.2605043388158083,0.6226701468229294,0.2604792607575655,1.0527770471572877,0.08161556720733643,0.002576994597329758,11.641896586050855
22,0.9907196760177612,1.0850704908370972,1.0860873460769653,1.0835926532745361,0.6744075209595436,0.3281701591818832,0.7685194188772246,0.3219287279386853,1.046595495107562,0.08319659323193306,0.0026655017918105735,8.575992599742277,0.5425104293227195,0.2600085894018412,0.6212914037704468,0.2599830961227417,1.0560863572359085,0.08491683006286621,0.002588355835760012,11.66271195726779
23,0.9968279600143433,1.0882513523101807,1.0893123149871826,1.0867401361465454,0.6735317055569139,0.32687773746113447,0.7696784748587497,0.3206286113276038,1.0505226691101872,0.0864834425061248,0.00266562556295634,8.611967195155334,0.5415008737146855,0.25952452145516874,0.6199521678686142,0.2594986169785261,1.0592791002988815,0.08810126781463623,0.0025994483148679137,11.6830975710744
24,1.0027836561203003,1.0913230180740356,1.0924158096313477,1.089753270149231,0.6700439335301865,0.32310895101968634,0.7709645393282868,0.3170206583170004,1.0541109505087831,0.0896172116315642,0.0026931973907901624,8.706136139616113,0.5405193175375461,0.2590528026223183,0.6186542063951492,0.25902649112045767,1.0623503762483597,0.09116403758525848,0.002610261636436917,11.703020777882518
25,1.0087850093841553,1.094382643699646,1.0955274105072021,1.0928114652633667,0.672332514857137,0.32666128769863484,0.767046929098839,0.3204195371200872,1.0555298591769018,0.09268583478622658,0.002744700323768653,8.608486374109791,0.5395298208296299,0.25857614807784557,0.6173491179943085,0.2585494191944599,1.06543592274189,0.09424050897359848,0.0026211803092155606,11.723211649809134
26,1.0146548748016357,1.0973597764968872,1.0985403060913086,1.0957297086715698,0.6694482197595197,0.32364207488852875,0.767965379842492,0.31667482541051023,1.0608115944751473,0.09572737222147543,0.002690767160032031,8.67613949343707,0.5385646334290505,0.25811017625033855,0.6160800439119339,0.2580830289423466,1.0684145683050155,0.09720993041992188,0.0026318647467996927,11.743006613271028
27,1.0203601121902466,1.1002005338668823,1.101435899734497,1.098531723022461,0.6679777222317319,0.3220712331145309,0.7683311361213063,0.3155746463426324,1.0637124846147936,0.09862110919730607,0.0026764744787130417,8.700619617689087,0.5376292042434215,0.2576576388627291,0.6148538106679916,0.2576300798356533,1.0712699425220489,0.10005605220794678,0.0026422428380465136,11.762285339542565
28,1.0261449813842773,1.1030510663986206,1.1043541431427002,1.101405143737793,0.6689291832058929,0.32307636737823486,0.7679818709229314,0.31628281189951785,1.0656832123911657,0.1014771650350371,0.0026480714617253738,8.704071648514038,0.5366800397634506,0.25719742991030214,0.613612596988678,0.25716944463551045,1.0741604858636855,0.10293678939342499,0.00265278548176866,11.781947219143113
29,1.031758189201355,1.1058269739151,1.1071408987045288,1.10409677028656,0.6683318219905676,0.32290004904187003,0.7668274862821712,0.3161575534315996,1.068824973910354,0.10424759888718295,0.0026953300287903743,8.722614810371136,0.535762594640255,0.2567515902221203,0.6124168503284454,0.2567231836915016,1.076921768784523,0.10568821430206299,0.0026630107616074385,11.801048209225696
30,1.0373027324676514,1.1084951162338257,1.1098685264587402,1.1067897081375122,0.6680601214946702,0.3231743430328924,0.7652980622857116,0.31654578308726466,1.0708578270535136,0.10703823602823324,0.002714806339205351,8.691571903025848,0.5348574234545231,0.2563108006864786,0.6112401902675628,0.2562819723784924,1.0796279925107957,0.10838445276021957,0.0026731075148563833,11.819986057160701
31,1.0427603721618652,1.1111419200897217,1.112518072128296,1.109364628791809,0.6668501038884007,0.3221804577597352,0.7648880835189376,0.3153991250451221,1.0733717971069867,0.10969637057115865,0.002729176515226014,8.715938156932447,0.5339688059687614,0.2558770954608917,0.6100885486602783,0.2558478432893753,1.0822618949413298,0.11100821197032928,0.002683051147032529,11.838670265648746
32,1.0480952262878418,1.1136786937713623,1.1150779724121094,1.1118720769882202,0.6645294829856517,0.3206275004980176,0.7632134494393371,0.31361607947321823,1.0761434519013693,0.11226776736073715,0.0027678260216922605,8.792002542858102,0.5331022883951664,0.2554533363878727,0.6089686393737793,0.2554236674308777,1.084806740283966,0.11354291439056396,0.0026927627192344515,11.856975446400584
33,1.0534167289733887,1.1161874532699585,1.1176140308380127,1.1143600940704346,0.6635512394267459,0.3186044079619785,0.7661760012770809,0.31122225020513977,1.0799056471780288,0.11475353133539822,0.0027551958202059533,8.79923417467318,0.5322389417886734,0.2550302352756262,0.6078558987379075,0.2550001326203346,1.0873280614614487,0.11605386435985565,0.002702458912972361,11.875301568958216
34,1.0586236715316772,1.1186071634292603,1.1200733184814453,1.116766095161438,0.6658600069755731,0.32222067755322126,0.7620670989502308,0.31516443920689957,1.0808048331460287,0.11723825863974038,0.0027795299118774574,8.703186571957017,0.531396277397871,0.2546164625883102,0.6067727673053741,0.2545859356969595,1.0897667443752288,0.11848219484090805,0.00271194388740696,11.893271277471507
35,1.0637483596801758,1.1209614276885986,1.1224617958068848,1.119128704071045,0.6655689921489981,0.3215793646698774,0.7629918629346892,0.31439721151146777,1.0834525490916052,0.11970566594323447,0.0028055429615643484,8.757451002497387,0.5305685061216354,0.2542091678082943,0.6057116085290909,0.2541782119125128,1.0921456217765808,0.12085064500570297,0.0027212740178219974,11.911006357488517
36,1.0688066482543945,1.1232634782791138,1.1247984170913696,1.1214377880096436,0.6654493302799934,0.32222515275312025,0.7608607092569041,0.3152011120042136,1.0844614672106365,0.1219907317223937,0.0028428648000171537,8.725033252848563,0.5297530063986778,0.25380714163184165,0.6046690034866333,0.25377576261758805,1.0944719862937928,0.12316656112670898,0.0027304843987803907,11.928557259048935
37,1.073782205581665,1.1255167722702026,1.127070665359497,1.1236776113510132,0.6662519782088524,0.32219392182522044,0.7628795241200647,0.3149456246647724,1.0878935082014216,0.12427984359999035,0.002830250215781636,8.741302202879526,0.528952802568674,0.253411815688014,0.6036487728357315,0.2533800060302019,1.0967375963926316,0.1254216879606247,0.002739542881026864,11.945860145075343
38,1.0786911249160767,1.1277107000350952,1.129287838935852,1.12588632106781,0.6637472936580348,0.3199910209622494,0.76248610989992,0.3126977685579034,1.0903837465962698,0.1265410371991091,0.002817778869770294,8.77496111587152,0.5281646750867367,0.2530216897279024,0.6026465928554535,0.2529894545674324,1.0989547228813172,0.12762829661369324,0.0027484766021370886,11.962978844978581
39,1.083503007888794,1.1298612356185913,1.1314427852630615,1.1279957294464111,0.664274908775507,0.32101425199314604,0.7609060004700062,0.31404859416706615,1.0919738342595655,0.12868831635907638,0.002846109067620493,8.731477950745182,0.5273942455649376,0.25263958543539045,0.6016696166992187,0.25260692454874517,1.10110347032547,0.129766583442688,0.002757236307952553,11.979787073232192
40,1.088083267211914,1.1318585872650146,1.133465051651001,1.12997567653656,0.6628764881644138,0.3198119168018186,0.760606586933136,0.31259745653978616,1.0947109890538593,0.13073783419853033,0.0028538512943182574,8.786621398525595,0.526663935482502,0.2522768370062113,0.6007459491491318,0.2522437704354525,1.103113310933113,0.1317664384841919,0.00276555325021036,11.995782595986604
41,1.0926989316940308,1.1338601112365723,1.1354899406433105,1.1319806575775146,0.6637489476869273,0.3204892412867657,0.7609078932640164,0.3132173405137173,1.0964661018792974,0.13276110087023224,0.002832856279700388,8.774902417992159,0.5259281508624554,0.2519106575846672,0.5998174875974656,0.25187717080116273,1.105134016275406,0.13377690315246582,0.0027739433088572697,12.011968172118415
42,1.09715735912323,1.1357769966125488,1.1374186277389526,1.1338807344436646,0.6602150499820709,0.3178259777121766,0.7592237979866737,0.31031701783108157,1.0986739882203036,0.13474171608686447,0.0028586796346813615,8.814053553874231,0.5252199991047383,0.2515575517714024,0.5989263755083084,0.2515236584097147,1.1070592164993287,0.13569211959838867,0.0027820362761849537,12.02761224957687
43,1.101593017578125,1.1376516819000244,1.1393333673477173,1.1357777118682861,0.6606421054795731,0.3191436187818993,0.7567340038543524,0.31145547884841296,1.099949456924616,0.13662974986919138,0.0027914522324017314,8.808392724318123,0.5245160433650017,0.25120595075190066,0.5980425214767456,0.25117164447903634,1.1089647328853607,0.13758759200572968,0.002790093356743455,12.043226122457472
44,1.1058756113052368,1.139452338218689,1.141144037246704,1.1375839710235596,0.6615359443564748,0.3194909021258354,0.7578968239385028,0.31196539450523464,1.1024287592533022,0.13844621233468832,0.002845955082637713,8.817430029348655,0.5238386853039265,0.25086706012487414,0.5971942353248596,0.2508323529362679,1.1107803678512573,0.13939344882965088,0.0027978552237618716,12.058309793955566
45,1.110149621963501,1.1412386894226074,1.1429482698440552,1.1393771171569824,0.6596839025963185,0.3175575913384903,0.758457844340524,0.3099096185246179,1.1037285106126653,0.14029603052970974,0.0028476400414568395,8.852139264534229,0.5231632052361965,0.25052851893007755,0.5963502043485641,0.2504933999478817,1.1125848281383515,0.14118802547454834,0.002805611618096009,12.073411730333085
46,1.114195466041565,1.1429059505462646,1.1446279287338257,1.141035795211792,0.6606034969174585,0.31870686210865196,0.7575789787048517,0.31106009490268177,1.10551695075146,0.14200525315001952,0.0028800366305594526,8.813659453804505,0.5225267407298088,0.2502090280503035,0.5955570638179779,0.2501735205948353,1.1142627215385437,0.14285656809806824,0.002812934505054727,12.087694620956306
47,1.118201494216919,1.144546389579773,1.1462829113006592,1.1426661014556885,0.6596207837032717,0.317238264825455,0.7590262113615523,0.30947467459495676,1.1082545629767484,0.1436853315248046,0.002839400284100584,8.845199717318453,0.5218974781036377,0.24989260241389274,0.5947746181488037,0.24985670372843743,1.115913964509964,0.14449846744537354,0.0028201887186150997,12.101870519435504
48,1.1221970319747925,1.1461706161499023,1.1479229927062988,1.1442979574203491,0.6602389299592306,0.3186004106388536,0.7568423775739448,0.31094002030616585,1.1086139748262804,0.1453249849552332,0.0028701310944851746,8.79621332407551,0.5212702348828315,0.24957667902112007,0.5939963072538376,0.2495403854548931,1.11755544424057,0.1461305320262909,0.00282742730807513,12.11605368778488
49,1.12608003616333,1.147742509841919,1.149496078491211,1.1458631753921509,0.6602859878262808,0.31835997191279436,0.7575388079465821,0.3106774041472479,1.1103363716325094,0.1468989899338678,0.0029156860343158937,8.817343831803113,0.5206621639430523,0.24926995687186718,0.5932434463500976,0.24923327527940273,1.1191347408294678,0.14770059287548065,0.0028344549296889453,12.129852508312762
50,1.12992262840271,1.1492748260498047,1.1510456800460815,1.1474207639694214,0.6585160161173621,0.31722355530012486,0.7561609530171682,0.3093336290398309,1.111880364806153,0.1484736153899237,0.0029339242149902466,8.86877102928808,0.5200610257685184,0.24896623730659484,0.592500690817833,0.2489291699230671,1.120690437555313,0.14924709498882294,0.002841410245746374,12.143544326985088
51,1.1335937976837158,1.1507351398468018,1.1525062322616577,1.1488670110702515,0.6608849777731785,0.3191519339763841,0.7567873652591262,0.31144458367380984,1.1133356191391168,0.14995958309533985,0.0029261979507282376,8.78799955331896,0.5194889643788337,0.2486767617613077,0.5917957139015197,0.24863931737840175,1.122154928445816,0.1507028043270111,0.0028480451833456755,12.156619746945415
52,1.1372092962265015,1.1521596908569336,1.1539353132247925,1.1502903699874878,0.6581919907137405,0.31726995976858363,0.7551523474759834,0.3090627390977948,1.11517899812654,0.1514120306386504,0.002996842487888454,8.85449063318431,0.5189263363182545,0.24839161463081838,0.5911037367582321,0.2483537985384464,1.1235893070697784,0.1521284580230713,0.002854578918777406,12.169524498140904
53,1.1407617330551147,1.153537392616272,1.1553341150283813,1.1516914367675781,0.6579255232977312,0.3167437139985173,0.7558090056097785,0.30890717773243437,1.1161909754886183,0.1528298846164415,0.002928562727648505,8.858179793920977,0.5183741949498654,0.2481114112585783,0.5904259192943573,0.24807322263717652,1.1249904239177704,0.15352098643779755,0.0028609981096815317,12.18222996921303
54,1.144175410270691,1.1548622846603394,1.1566611528396606,1.153005599975586,0.6548997039018676,0.31405776825755144,0.755482810874318,0.30590842941472696,1.1184524755145229,0.15419243518696274,0.0029212767732069763,8.924422494284245,0.51784528195858,0.24784262351691722,0.5897780454158783,0.24780408054590225,1.1263207376003266,0.1548430174589157,0.0028671595524065196,12.194440079458795
55,1.1474204063415527,1.1560879945755005,1.157910943031311,1.1542472839355469,0.6527579128742218,0.3120538904223331,0.7555412968923879,0.30359739879536074,1.1201518732447957,0.15543208704438322,0.0029158310688555586,8.944344033409067,0.5173441012203693,0.2475876934081316,0.5891653215885162,0.24754880286753178,1.1275676250457765,0.15608207881450653,0.0028730032045859843,12.206041332716973
56,1.150707721710205,1.1573522090911865,1.1591730117797852,1.15549635887146,0.6569370842257212,0.3165245477196782,0.7538924591485844,0.30804400319276853,1.120590370754863,0.15671463535968647,0.002948030604720982,8.830580259235875,0.5168362261354923,0.2473288858681917,0.5885456335544587,0.24728964425623418,1.1288341248035432,0.15734052658081055,0.002878936444176361,12.217839496167642
57,1.153875708580017,1.1585466861724854,1.1603755950927734,1.1567037105560303,0.65647722399512,0.31628871310588924,0.7532249959402306,0.30840939075447793,1.1212919784146687,0.1579374213551366,0.002964334117064556,8.872088805720294,0.5163479445874691,0.2470797371864319,0.5879509419202804,0.24704014874994754,1.130043354034424,0.15854200720787048,0.0028846440417692066,12.22921728128561
58,1.1570067405700684,1.159726619720459,1.1615616083145142,1.1578882932662964,0.6566617675991946,0.3163726908522983,0.7534373839234196,0.308352826466394,1.1224193988844406,0.15914179246092952,0.0029944272733531717,8.881899402839522,0.5158657428622245,0.24683335691690445,0.5873647528886795,0.2467934263497591,1.1312345838546753,0.15972551703453064,0.002890289973001927,12.240487434208195
59,1.1600061655044556,1.160844326019287,1.1626852750778198,1.1590131521224976,0.6542139337506405,0.31452071094928785,0.7523194308890853,0.3063237946047339,1.123225518437319,0.16028691793597022,0.0029997564960531024,8.914461468280537,0.515405017733574,0.24659766800701619,0.5868056803941727,0.24655740402638912,1.132364057302475,0.16084758937358856,0.0028956904669757933,12.251286346946682
60,1.1629306077957153,1.161926031112671,1.1637731790542603,1.1601057052612305,0.6561333765817243,0.3160390590512475,0.7529802509518557,0.3077526310848635,1.1249311400014301,0.1613822087298992,0.002986777648275588,8.851356593067141,0.5149564629793167,0.24636794500052928,0.5862623488903046,0.24632735423743723,1.1334586691856385,0.1619349718093872,0.0029009535850491376,12.261828890796473
61,1.1657460927963257,1.1629626750946045,1.1648122072219849,1.1611433029174805,0.6551794756290524,0.314680005402066,0.7541828245617622,0.3065655274793159,1.126417754694473,0.1624476587356523,0.0029673467100554602,8.916765029651641,0.5145256108045578,0.2461470177769661,0.5857413494586945,0.24610610656440257,1.13450337767601,0.16297273337841034,0.0029060168226715177,12.271983286667018
62,1.16852867603302,1.163987159729004,1.165838360786438,1.1621625423431396,0.6564217195954434,0.31682326332774274,0.7515548952790194,0.30830286512541216,1.1268613795901454,0.16348200360702914,0.0029948770398880507,8.8375729816806,0.5141000127792359,0.24592853024601935,0.5852275383472443,0.24588730245828627,1.135533593893051,0.16399602591991425,0.002911025893408805,12.282040628846364
63,1.1711580753326416,1.16494882106781,1.1667957305908203,1.1631065607070923,0.6540483853151632,0.31437960457663205,0.7521363434403442,0.30614278864028843,1.1277332305908203,0.16444448104431464,0.0029668319147340087,8.941008177170797,0.5136992190778256,0.24572255291044712,0.5847445917129517,0.24568102203309536,1.1364944541454316,0.16495037078857422,0.0029157500562723726,12.291535858832969
64,1.1737951040267944,1.1659033298492432,1.1677532196044922,1.1640771627426147,0.6539889120085295,0.3145355616891107,0.7515288522077161,0.30629940850790155,1.1285455822944641,0.16544502436421638,0.0029896597545810565,8.91384943404246,0.5132968893647194,0.2455155213922262,0.584260333776474,0.24547368302941322,1.1374619209766388,0.1659112423658371,0.0029204913263674824,12.301093753320906
65,1.1762502193450928,1.16678786277771,1.1686359643936157,1.1649479866027832,0.6536989731844082,0.31440755863522374,0.751177676195322,0.3056660407157831,1.1309698986452679,0.16633802305820378,0.002964009855722272,8.888256384166132,0.512923883497715,0.24532343216240407,0.5838122576475143,0.24528130672872067,1.1383473706245422,0.16679060459136963,0.002924897260963917,12.309973652594199
66,1.1786853075027466,1.167655348777771,1.1695092916488647,1.165827751159668,0.6523985062227693,0.3124165325317272,0.7531799071056898,0.30413762965174607,1.1312128028204276,0.167220271777275,0.003027875934792466,8.955773969485948,0.5125537648797035,0.2451326286047697,0.5833681505918503,0.24509021237492562,1.1392269873619079,0.16766414046287537,0.002929268926382065,12.31880618970205
67,1.1810100078582764,1.1684807538986206,1.1703379154205322,1.166652798652649,0.6526535721712334,0.3129415754662004,0.7524044784002526,0.3044736702428308,1.1324581143467924,0.16805986644223678,0.00298631084314006,8.965471219259001,0.5122012011706829,0.2449507225304842,0.5829457795619964,0.24490803204476833,1.1400591385364534,0.16849049925804138,0.0029334395343903453,12.32723748789724
68,1.1833072900772095,1.169296145439148,1.1711548566818237,1.1674718856811523,0.6539237565079401,0.3147894294802533,0.7506013318549755,0.30632418151511703,1.131985764170802,0.16889210738414942,0.0029735993972957826,8.926115083349542,0.5118528068065643,0.24477075435221196,0.5825288808345794,0.24472779020667076,1.1408820259571075,0.1693076342344284,0.002937564126914367,12.335589445072449
69,1.1855051517486572,1.1700750589370728,1.1719268560409546,1.1682496070861816,0.6516529883063117,0.3127462144854457,0.7503801029781962,0.3044021136538927,1.1325769909592562,0.16969725160404694,0.0030253807551140874,8.935304181891047,0.5115201260149479,0.24459874540567397,0.5821314138174057,0.24455551110208035,1.141663761138916,0.17008385062217712,0.0029415051615796985,12.343582067549116
70,1.187635064125061,1.1708251237869263,1.1726748943328857,1.1689985990524292,0.65350548819054,0.31397690312113874,0.7516409526037615,0.305545856959598,1.1347031108168668,0.17044988950324613,0.0030074297317823524,8.927818550185048,0.5111980666220188,0.24443207696080207,0.5817471361160278,0.24438858389854431,1.1424181401729583,0.17083287239074707,0.002945325376931578,12.351335483818296
71,1.189704179763794,1.1715527772903442,1.173398733139038,1.1697237491607666,0.6497950207355411,0.31103892832301383,0.7503396882567295,0.30230728675459706,1.1351291842238849,0.1711977557387463,0.0030049260889808108,8.986757842167647,0.5108854809403419,0.24427014596760274,0.5813746047019959,0.24422640040516852,1.1431489062309266,0.1715584248304367,0.002949037009384483,12.358877188041856
72,1.1916309595108032,1.172211766242981,1.1740672588348389,1.1703977584838867,0.6506293554638707,0.31137490861637646,0.7514934200187062,0.3026074157204739,1.1361037936321525,0.17187497175710145,0.0029960558641442033,8.994482950918405,0.510595181286335,0.24411970935761929,0.581029108762741,0.24407572634518146,1.143820881843567,0.17222559452056885,0.0029524844558909535,12.365891223839284
73,1.1935352087020874,1.1728702783584595,1.1747262477874756,1.1710624694824219,0.6517560783513757,0.31317371580489844,0.7494388285071351,0.30451139842354974,1.1357236393662387,0.17255120880382005,0.0029957390019431885,8.952659625915208,0.5103082372248173,0.2439708411693573,0.5806879365444183,0.2439266223460436,1.1444864010810851,0.17288634181022644,0.002955895640188828,12.37283944866146
74,1.1954160928726196,1.1735239028930664,1.1753771305084229,1.1717214584350586,0.6507928378360216,0.3110668667873671,0.7526671844859456,0.30228498387475344,1.137746232886647,0.17321751093448595,0.0030369177950697757,9.004796616985455,0.510024666339159,0.24382357761263848,0.5803511250019073,0.243779124841094,1.1451456904411317,0.17354083061218262,0.0029592693713493645,12.379719929244702
75,1.1971498727798462,1.1741145849227905,1.1759727001190186,1.1723182201385498,0.6501377647699311,0.3116446587928506,0.7494666465493136,0.30282214838404986,1.1378584975420043,0.17382817247579263,0.0030488335354210334,8.97254540214248,0.5097641569375991,0.2436882458627224,0.5800420749187469,0.2436435741186142,1.1457443737983704,0.17413517832756042,0.002962371886242181,12.386049066739025
76,1.1988590955734253,1.1747044324874878,1.176558256149292,1.1729059219360352,0.649882706445317,0.31065211237169976,0.751455657703932,0.30208001389752986,1.137716599675112,0.174431765148806,0.0030602428948420077,9.028839728129348,0.5095072063803673,0.24355464190244674,0.579737594127655,0.243509753793478,1.1463363826274873,0.17472288012504578,0.002965434299549088,12.392303448470928
