epoch,train_total,train_l1,train_ssim,train_color,train_attn,train_smooth_enh,val_total,val_l1,val_ssim,val_color,val_attn,val_smooth_enh,val_psnr,lambda
11,0.6809958884882372,0.33076323707436406,0.7809137514857358,0.3254383918504382,0.9655397693778194,0.0024559590451116134,0.5583803144097328,0.26768730536103247,0.6434615218639373,0.2676674105226994,0.9711485403776169,0.0024121987237595024,11.34707572028368,0.9194247126579285
12,0.6822316618852837,0.3321667559618174,0.7802357618198839,0.3268173600352088,0.9647328825884087,0.0024841203256835078,0.5576166558265686,0.26735169216990473,0.6424566566944122,0.2673315863311291,0.9711485403776169,0.0024198689311742782,11.360579736189324,0.9262176752090454
13,0.6804309029911839,0.3311396733272907,0.7784925117049106,0.3259033420404723,0.9643552310244982,0.0024968929288280736,0.5568703597784043,0.2670231641829014,0.6414761054515838,0.2670028488337994,0.9711485403776169,0.002427377462736331,11.373823889259262,0.9328674077987671
14,0.6812686823135199,0.331990132671456,0.7783011953498042,0.3266148523882378,0.9646963269211525,0.002525193141610903,0.5561217507719993,0.26669306710362434,0.6404940050840378,0.26667253851890566,0.9711485403776169,0.002434921881649643,11.387156289357822,0.9395489692687988
15,0.6819051698196766,0.33197476004445275,0.7799250358758971,0.3266910827437112,0.9645062102827915,0.0025102449161390405,0.5553753031790256,0.2663633604347706,0.6395162564516067,0.26634261608123777,0.9711485403776169,0.0024424575391458346,11.400498025322664,0.946222722530365
16,0.6770772712175236,0.3281101088884265,0.778284492880799,0.32275303799745647,0.9652979408585748,0.0024954468488346698,0.554665954709053,0.26604952573776247,0.6385884797573089,0.26602857366204263,0.9711485403776169,0.0024496305163484067,11.413221111486134,0.9525753259658813
17,0.6789326321247012,0.3299386575818062,0.7780085407024206,0.32443443599135374,0.9653718124988467,0.0025133601427728006,0.5539425916969776,0.26572895467281343,0.6376438194513321,0.26570778742432594,0.9711485403776169,0.0024569576350040733,11.426241095385917,0.9590644240379333
18,0.6796165053234544,0.3308983368929042,0.7771227463733318,0.3255790496288344,0.9640557357045108,0.002540705886636969,0.5532315644621849,0.26541331931948664,0.6367167222499848,0.2653919418156147,0.9711485403776169,0.002464171964675188,11.43908405781204,0.9654536247253418
19,0.679509777662366,0.3305611248279727,0.7777390043402828,0.32533459937156634,0.9643163036468417,0.0025448002121519556,0.552536032795906,0.2651040564477444,0.6358111602067947,0.26508246690034865,0.9711485415697098,0.0024712408374762164,11.451690621647826,0.9717140197753906
20,0.676980385946673,0.3289860317180323,0.775710537683132,0.32345488719468896,0.9649274363074192,0.0025461363974352215,0.5518378719687462,0.2647931382060051,0.6349035131931305,0.2647713313996792,0.9711485415697098,0.0024783477088203654,11.464387536590975,0.9780080318450928
21,0.6787876528362895,0.3310671348211377,0.7746641968571862,0.32537221614011497,0.963939355556355,0.0025777910067158382,0.5511516050994396,0.2644870337843895,0.6340126341581345,0.26446501091122626,0.9711485415697098,0.0024853446416091174,11.47691033210576,0.9842047095298767
22,0.6780115809551505,0.3298791695472806,0.7758804684461549,0.32428258154974426,0.9651337799637817,0.0025600878992875996,0.5504844306409359,0.2641889916360378,0.6331477469205856,0.26416675791144373,0.9711485415697098,0.0024921573768369853,11.489124800492393,0.9902382493019104
23,0.6789416566837666,0.3311879766541858,0.7747560774171075,0.32525105098652285,0.9645561728366586,0.002564860077379921,0.5498189394176006,0.2638912202417851,0.6322863441705704,0.26386877134442327,0.9711485415697098,0.0024989641341380776,11.501349542107937,0.9962664842605591
24,0.6752554989138315,0.32722537756659265,0.7762064698130585,0.3213822399807531,0.9648402769898259,0.002588679678304944,0.5491722445189953,0.26360138177871706,0.6314505463838578,0.26357872247695924,0.9711485415697098,0.0025055896455887707,11.5132691325727,1.0021342039108276
25,0.6757577733938084,0.3276704799297244,0.7762082226054613,0.3220482465139655,0.9654715199803197,0.0025448061561017016,0.5485327070951462,0.26331434801220893,0.6306251019239426,0.26329147413372994,0.9711485415697098,0.002512151220580563,11.525093540227074,1.0079452991485596
26,0.6786863124647806,0.33176180824290874,0.7725037426449531,0.32616144557331883,0.9639941724233849,0.002621580432385726,0.5478869436681271,0.2630240806937218,0.6297927969694137,0.2630009853839874,0.9711485415697098,0.0025187868159264326,11.537071497532947,1.0138219594955444
27,0.6754982225423636,0.3290109762618708,0.7720075707102931,0.32319481584221815,0.9640849995058637,0.0025959668564610183,0.5472507271170616,0.2627376666665077,0.6289739686250687,0.2627143569290638,0.9711485415697098,0.00252533437742386,11.5489105497656,1.019620656967163
28,0.6734333294768666,0.32693551168885343,0.772422393394071,0.3211337587861128,0.9647873875706695,0.002607014796393382,0.5466266272962094,0.2624562680721283,0.6281719452142716,0.2624327348172665,0.9711485415697098,0.0025317675404949113,11.560562010602276,1.0253180265426636
29,0.6743849980276685,0.32809680942879166,0.7717403422954471,0.3219403217351714,0.9647473076055216,0.0025985519859268395,0.5460206910967826,0.26218263134360315,0.6273943954706191,0.26215889289975164,0.9711485415697098,0.0025380231899907813,11.571910379337691,1.0308581590652466
30,0.676044488715571,0.3297165739674901,0.7715011038059412,0.32366359961587327,0.9644456679044768,0.0026103116092705274,0.5454215013980865,0.2619116449356079,0.626626580953598,0.2618876944482327,0.9711485415697098,0.0025442184740677477,11.583167433060721,1.0363448858261108
31,0.6738906873520031,0.32800004613953965,0.7707521984743517,0.32199571870787197,0.9638970036839329,0.0026333943526477143,0.544828356653452,0.26164300814270974,0.6258675366640091,0.2616188460588455,0.9711485415697098,0.0025503600854426623,11.594344708678378,1.0417840480804443
32,0.675497843082561,0.32876947244932486,0.7726209433965905,0.3229309916496277,0.9652865279552548,0.0026206326316284057,0.5442432574927807,0.26137764036655425,0.6251198214292526,0.26135326534509656,0.9711485415697098,0.002556427094968967,11.605403686387772,1.0471571683883667
33,0.6741784235765768,0.3289328196714091,0.7689656310303267,0.322904268322989,0.9635954741821733,0.0026385755762782727,0.5436662939190865,0.26111559584736826,0.6243834716081619,0.2610910120606422,0.9711485415697098,0.002562418240704574,11.616341318261497,1.0524630546569824
34,0.6754666386648666,0.3302104634254478,0.7687483443770298,0.32401892508185187,0.9643436309903167,0.002631900817166667,0.5431051255762577,0.26086036548018454,0.6236682516336441,0.26083557546138764,0.9711485415697098,0.0025682537333341316,11.627011291663473,1.0576311349868774
35,0.6722691703674405,0.3263181392536607,0.7712620205657427,0.32017022267330525,0.9641630504020425,0.0026264328274031193,0.5425653386116028,0.26061450138688086,0.6229812449216843,0.26058951154351234,0.9711485415697098,0.002573875095695257,11.63730501221075,1.0626095533370972
36,0.6713336352692094,0.32643081663652906,0.7686178871365481,0.3202160388924355,0.964158223118893,0.002684794849618663,0.5420221939682961,0.2603667913377285,0.6222908490896225,0.26034159660339357,0.9711485415697098,0.00257953887572512,11.647691623089129,1.0676255226135254
37,0.6724895918092062,0.32666501420181854,0.7708537342936493,0.3205546118145765,0.9641536300958589,0.0026886605151365834,0.5414936962723732,0.2601254589855671,0.6216198515892029,0.26010006561875343,0.9711485415697098,0.002585056823445484,11.65782570642191,1.0725123882293701
38,0.6704990960830866,0.3249795523493789,0.770422234784725,0.3188679502453915,0.9646281426729157,0.0026566344110273516,0.540979010462761,0.25989013373851777,0.6209672194719315,0.25986454166471956,0.9711485415697098,0.0025904376787366347,11.66772197661721,1.0772777795791626
39,0.6691046572008799,0.3244693693380023,0.7683313842429671,0.31824417498915697,0.9644348815430043,0.0026997006931450476,0.5404692003130913,0.2596567343175411,0.6203215539455413,0.25963094241917134,0.9711485415697098,0.0025957746058702467,11.677551338704752,1.0820043087005615
40,0.6688875244107357,0.3237332282371299,0.7698021732097449,0.317410065337669,0.964565480171248,0.0026582484620861534,0.539967663884163,0.259426826685667,0.6196871936321259,0.2594008354097605,0.9711485415697098,0.002601031723897904,11.6872472783325,1.0866601467132568
41,0.6711094542298206,0.3263037710688835,0.7684013406897701,0.31997982949711556,0.9644294616787933,0.00273595504235303,0.5394796155393123,0.2592028094083071,0.6190706896781921,0.25917662627995014,0.9711485415697098,0.0026061542361276225,11.696707763820013,1.0911967754364014
42,0.6703708407490753,0.3255848683590113,0.7685279610545136,0.31909226106349814,0.9649579774501712,0.00267902833983562,0.5390009026229382,0.25898279950022696,0.6184666949510574,0.25895642504096034,0.9711485415697098,0.002611185236601159,11.706011673858933,1.0956523418426514
43,0.671199418084566,0.3263372134330661,0.7685310071290925,0.3200869596628256,0.9642685028009637,0.00271616178310238,0.5385308925807476,0.2587665468454361,0.6178743690252304,0.2587399819493294,0.9711485415697098,0.0026161304832203313,11.715169070351847,1.1000319719314575
44,0.6715319953685583,0.3273060597306074,0.7667736424956211,0.3209731476598008,0.9641277408877085,0.0026909183957180833,0.538073110729456,0.2585556673258543,0.6172981232404708,0.258528915643692,0.9711485415697098,0.00262095280806534,11.724110492025336,1.1043027639389038
45,0.6711298650087312,0.32682764772758927,0.7670570133730422,0.32049814299788587,0.9640338365421739,0.0027115394139315845,0.5376142282783986,0.2583440347760916,0.6167211425304413,0.25831709571182726,0.9711485415697098,0.002625792525941506,11.733095575221316,1.1085889339447021
46,0.6683877720389255,0.3239870516713275,0.7678128869034523,0.31784719835187114,0.9648294247860132,0.0026984010798705004,0.5371811561286449,0.25814408592879773,0.6161772269010544,0.2581169629096985,0.9711485415697098,0.002630365191726014,11.741595477985138,1.1126385927200317
47,0.6691559615523316,0.3247031444726988,0.7678871924100921,0.31804652702669767,0.9650870554668959,0.0027316885291013954,0.5367502920329571,0.25794491976499556,0.6156367111206055,0.2579176213592291,0.9711485415697098,0.002634919953998178,11.750072413131194,1.116672396659851
48,0.6693330455658048,0.32499708443187003,0.7675481577252232,0.3182829625384752,0.9653335941392321,0.002700527117392698,0.5363386835157872,0.2577544379979372,0.6151209384202957,0.25772696524858474,0.9711485415697098,0.0026392761652823536,11.75818940531062,1.120530366897583
49,0.6666349789430929,0.3233993535124978,0.7651413644469062,0.31669082613878474,0.9641370059445847,0.0027416684748713185,0.5359285251796245,0.25756444208323953,0.6146074813604355,0.2575367880612612,0.9711485415697098,0.0026436214830027893,11.766295581245009,1.1243786811828613
50,0.6677028696204341,0.3236546239187551,0.7670131152452424,0.31738954314658807,0.965192667273588,0.002695235416975392,0.5355313198268413,0.25738026298582556,0.6141107308864594,0.2573524440824986,0.9711485415697098,0.002647833665832877,11.774162377438236,1.128109097480774
51,0.6665002315543419,0.32225505661132725,0.7678384607614472,0.3156767234552738,0.9649360207624214,0.0027641426761049865,0.5351426956057549,0.25719989188015463,0.6136251747608185,0.2571719038486481,0.9711485415697098,0.0026519588980590926,11.78187527594534,1.1317625045776367
52,0.667287536138712,0.32349162583434304,0.7665894877078921,0.31636828703935754,0.9648985585501028,0.0027186622109459063,0.534761946350336,0.2570229943096638,0.6131499326229095,0.25699483752250674,0.9711485415697098,0.0026560048467945308,11.789448292464176,1.135345697402954
53,0.6676303383915924,0.3244345318092856,0.764816842799963,0.3178451260508493,0.9638017166492551,0.0027582872845773954,0.5343887270987033,0.25684941120445726,0.6126846027374268,0.2568210987746716,0.9711485415697098,0.0026599748636363073,11.796887308287221,1.1388616561889648
54,0.6676145743492038,0.3239430728000264,0.766094621530799,0.31728525338477864,0.964815475219904,0.0027304958500682787,0.5340328098833561,0.2566837155818939,0.6122412663698197,0.25665524587035177,0.9711485415697098,0.002663764675380662,11.803995921045349,1.142217993736267
55,0.6686848013900047,0.3249850567690162,0.7659375452718069,0.3184097686479258,0.9647145084170408,0.0027537207433217486,0.5336799511313438,0.2565192919969559,0.6118021667003631,0.2564906571060419,0.9711485415697098,0.0026675255532609297,11.811057399804596,1.145548701286316
56,0.6706059630527053,0.32717761501323345,0.7648243432821229,0.3206680834639904,0.9639421548954276,0.0027784775457951392,0.5333302390575408,0.25635617583990095,0.6113674038648605,0.2563273886591196,0.9711485415697098,0.002671256379690021,11.818069640119166,1.148852825164795
57,0.6669435570406359,0.3237005969466165,0.7651274245838786,0.31676912567643234,0.9646490389524505,0.0027466710091048722,0.5329956696927547,0.2561999849230051,0.6109518241882325,0.2561710483580828,0.9711485415697098,0.0026748289359966293,11.824790977960951,1.1520167589187622
58,0.6686573867187944,0.3251235902655956,0.7654980913151143,0.3186026343772578,0.9640127108540646,0.00278197878127008,0.5326676823198795,0.2560467430949211,0.6105447572469711,0.2560176526010036,0.9711485415697098,0.0026783341623377054,11.831391982028173,1.155121088027954
59,0.6640247085759806,0.32146989744763044,0.7638323542683624,0.31478802010763524,0.963668858589128,0.002747966315012512,0.5323564505577087,0.2559012169390917,0.6101588088274003,0.255871984064579,0.9711485415697098,0.0026816629152745007,11.837666501365895,1.158069133758545
60,0.6655209161514459,0.3235307413824769,0.7620883868184201,0.31642864436604257,0.9635594161443932,0.0027781370918937894,0.5320485375821591,0.2557571148127317,0.6097772991657258,0.2557277427613735,0.9711485415697098,0.0026849591615609823,11.843885120838324,1.1609883308410645
61,0.6653192237366078,0.32223850869855214,0.7650589936001356,0.31508891319119653,0.9647882026295329,0.0027254151808487814,0.5317523652315139,0.2556183999031782,0.6094106417894364,0.2555888905376196,0.9711485415697098,0.0026881321833934634,11.849876731771936,1.163798451423645
62,0.6670870500248532,0.3244296572236128,0.7635020634462667,0.31764493986617687,0.963748961687088,0.0027997625482723463,0.5314594973623753,0.2554811180382967,0.609048381447792,0.2554514718055725,0.9711485415697098,0.0026912725274451078,11.855811574935485,1.1665796041488647
63,0.6655778191810431,0.322613203075043,0.7645886672097583,0.3160226601500844,0.964270853719046,0.0027607670947259596,0.5311796188354492,0.2553498174250126,0.6087024617195129,0.25532003536820413,0.9711485415697098,0.002694276079419069,11.861492760982431,1.1692396402359009
64,0.6651592656623485,0.3224467829216358,0.7639916220376658,0.3157386438444603,0.9648632095303646,0.0027837483631988425,0.5309101188182831,0.2552233000844717,0.6083696174621582,0.2551933926343918,0.9711485415697098,0.0026971702254377306,11.866971353433819,1.1718027591705322
65,0.6648829738761104,0.3222165932488996,0.7639502550280372,0.31550630597874174,0.9637501121953477,0.002807695827403561,0.5306457783281803,0.2550991150736809,0.6080433690547943,0.2550690824538469,0.9711485415697098,0.0027000110590597614,11.872353244760834,1.1743186712265015
66,0.6686468131320421,0.32629225870897605,0.7624408568060675,0.31925148672835774,0.9635449225126311,0.0027555356460060316,0.5303864835202694,0.2549772198498249,0.6077235704660415,0.25494706332683564,0.9711485415697098,0.002702799547696486,11.877639953016333,1.1767882108688354
67,0.6632564102494439,0.32131025593641194,0.7623507241870082,0.3144353529395059,0.9643384973670162,0.0027897897471543835,0.5301433512568474,0.2548628502339125,0.6074239206314087,0.2548325729370117,0.9711485415697098,0.002705415990203619,11.882604233364004,1.1791054010391235
68,0.6638842481513356,0.3221366282465846,0.7617779748384342,0.31484843218742414,0.9641302893328112,0.002789888920825581,0.5299017922580243,0.2547491469234228,0.6071264016628265,0.25471874959766866,0.9711485415697098,0.002708017231198028,11.887543118565464,1.1814091205596924
69,0.6638925366623457,0.3216866464462391,0.7629548553810563,0.31460542907548505,0.9646409167799839,0.0027982223018202497,0.5296723107993603,0.25464104853570463,0.6068439573049546,0.2546105412393808,0.9711485415697098,0.002710490196477622,11.892241753355709,1.1835992336273193
70,0.6637096897114155,0.321446358464485,0.7631095620088799,0.314575147663438,0.9645299772883571,0.002791263268675742,0.5294537591934204,0.2545380435883999,0.6065751230716705,0.2545074298232794,0.9711485415697098,0.002712846695794724,11.896722114019747,1.1856862306594849
71,0.6627391091612882,0.3207720124790835,0.7625536939432455,0.3137021397435388,0.9644521551076756,0.0027601580869211534,0.5292388828098774,0.25443670712411404,0.6063109844923019,0.2544059895724058,0.9711485415697098,0.002715164989931509,11.901132588653622,1.187739372253418
72,0.6613576762204947,0.3197447175896445,0.7619363838850066,0.3122910640613977,0.9644995712956717,0.002811213511280542,0.5290352730453014,0.25434063620865344,0.6060608184337616,0.25430981680750847,0.9711485415697098,0.0027173629688331856,11.905316759297703,1.1896859407424927
73,0.6655230958794438,0.3243946029349815,0.759778197421584,0.31722343591756597,0.9630537947943044,0.0028269006816540347,0.5288308699429035,0.2542441385239363,0.6058098250627517,0.25421321831643584,0.9711485415697098,0.0027195706428028645,11.909521861062446,1.191641092300415
74,0.662933258123176,0.3208425753684931,0.7628351609374202,0.3138421472421912,0.9637202176936838,0.0028459285561883347,0.5286394950747489,0.2541537457704544,0.605574940443039,0.2541227276623249,0.9711485415697098,0.002721638681832701,11.913463456599786,1.1934726238250732
75,0.664910690035931,0.32307188230198486,0.76175768153612,0.31607328337985413,0.9640379374803498,0.00281413909194038,0.5284546089172363,0.254066376760602,0.6053481477499009,0.25403526827692985,0.9711485415697098,0.0027236375748179854,11.917275287821317,1.1952428817749023
76,0.6627317091753316,0.32102359155582827,0.761807696070782,0.3140975396300471,0.964668273232704,0.002812142382365067,0.5282763224840165,0.25398207880556584,0.6051295584440232,0.2539508832246065,0.9711485415697098,0.002725566197768785,11.920955061085444,1.196950912475586
77,0.6600430684034214,0.31828319939763045,0.7625267602676569,0.3110293091036553,0.9657141850438229,0.002782437816359709,0.5281067977845669,0.25390189707279204,0.6049218183755875,0.25387061275541783,0.9711485415697098,0.0027274007245432583,11.924457267204534,1.1985756158828735
78,0.6620992276557657,0.32041374975165654,0.761925092270208,0.3132477085604224,0.9643455424974131,0.002834676770320119,0.5279438684880734,0.25382479302585126,0.604722256064415,0.2537934237718582,0.9711485415697098,0.0027291648543905467,11.927826610797295,1.200137972831726
79,0.6669112111246863,0.32576099887143734,0.7595486578553222,0.3185773233688155,0.96348876800648,0.002826947648468059,0.5277850703895092,0.2537496031075716,0.6045278424024582,0.2537181578576565,0.9711485415697098,0.0027308851206908004,11.93111379427301,1.201661467552185
80,0.660666417936946,0.31963795406180756,0.7605191046415374,0.3121422851501509,0.963961674030437,0.0028189753363623694,0.5276334318518638,0.2536777836829424,0.604342275261879,0.253646259829402,0.9711485415697098,0.002732528353226371,11.934255319260348,1.203116774559021
81,0.6652093616335891,0.3234021211432856,0.7616633564926857,0.31613323369691537,0.9642676974451819,0.0028002476265524016,0.5274878193438053,0.25360878214240073,0.6041641700267791,0.25357718162238596,0.9711485415697098,0.0027341071504633874,11.937274821908089,1.204514980316162
82,0.6633266633333161,0.32258479678353597,0.7591554390829663,0.3154728809414908,0.9632782832134602,0.002825231521477013,0.5273512080311775,0.2535440199077129,0.6039971292018891,0.2535123507678509,0.9711485415697098,0.0027355888875899835,11.940110001897251,1.205827236175537
83,0.662498207979424,0.3210703945437143,0.761179658562638,0.3136945311413255,0.9647735218669093,0.002831004450346755,0.5272206744551658,0.2534821200370789,0.6038375896215439,0.2534503845125437,0.9711485415697098,0.0027370051818434147,11.94282106495365,1.2070815563201904
84,0.6630127007185027,0.3211582358493361,0.7622279497080071,0.3138971706462461,0.9643107063548509,0.002797838649712503,0.5270951649546624,0.2534225772321224,0.6036842519044876,0.25339078113436697,0.9711485415697098,0.0027383675577584655,11.945429831450747,1.2082880735397339
85,0.6616054801053779,0.31991815151170244,0.7620647154575171,0.3125253654150076,0.9649506474650184,0.0028000482964481033,0.5269804155826568,0.25336812756955623,0.6035441035032272,0.25333627067506315,0.9711485415697098,0.002739613426383585,11.947816471839653,1.209391474723816
86,0.6612284502317739,0.3204321819682454,0.7597394218278486,0.3131745897753294,0.963925744211951,0.002794142983052446,0.5268666069209575,0.2533141028136015,0.6034051507711411,0.25328218258917334,0.9711485415697098,0.0027408496412681415,11.950185394075396,1.2104862928390503
87,0.6620819152787675,0.32064956132062644,0.7612123212148977,0.31366611601308336,0.9642711503561153,0.0028287335434322093,0.5267601153254509,0.25326353289186954,0.6032751733064652,0.2532315577566624,0.9711485415697098,0.0027420066972263157,11.952403368870577,1.2115110158920288
88,0.6598042436810427,0.31826385855674744,0.7620113845481429,0.3109548963433088,0.9651210668475129,0.002779853802315111,0.5266610534489155,0.2532164815068245,0.603154307603836,0.25318445667624473,0.9711485415697098,0.0027430832624668255,11.954467637258382,1.212464451789856
89,0.6622671179993208,0.32071820629197495,0.761506702317748,0.3135809501589731,0.9647131097871203,0.0028319580420895023,0.5265658006072045,0.25317122481763366,0.6030381083488464,0.2531391492486,0.9711485415697098,0.0027441187831573188,11.956453860677723,1.2133815288543701
90,0.6608271924562232,0.31886695463990056,0.7629238956196364,0.3115816800746807,0.9650281348893809,0.0028380673597999955,0.5264765404164791,0.2531288062781096,0.6029292553663254,0.2530966843664646,0.9711485415697098,0.0027450894110370425,11.958316096068812,1.2142411470413208
91,0.6631026281866916,0.3217614163146463,0.7608241528965706,0.3145164724352748,0.9638033606285272,0.002845903011147193,0.5263921189308166,0.2530886796861887,0.6028263282775879,0.2530565121769905,0.9711485415697098,0.002746007572277449,11.960078034638132,1.2150542736053467
92,0.6628754565189051,0.32231274247169495,0.7587678536426189,0.3152312175479046,0.9629119731659113,0.0028212687168486937,0.5263117112219333,0.2530504482984543,0.6027283179759979,0.25301824130117895,0.9711485415697098,0.002746882347855717,11.9617572595071,1.2158290147781372
93,0.6611706676871277,0.32004606879727787,0.7606387263120606,0.3126298416146012,0.9643462840900865,0.002865574704374858,0.5262375018000602,0.2530151592195034,0.6026378786563873,0.2529829131811857,0.9711485415697098,0.002747689842362888,11.963307689541798,1.2165441513061523
94,0.6600123422090397,0.31946686256763546,0.7593312873396763,0.31198670801728273,0.9640717963839687,0.0028515776272776514,0.5261668975651265,0.252981581017375,0.6025518542528152,0.2529492991417646,0.9711485415697098,0.0027484581898897884,11.964783170722576,1.2172245979309082
95,0.6614651790885038,0.31982495653074844,0.7619802334973979,0.31235103586385415,0.9645176231861115,0.0028582182672242957,0.5261029456555844,0.252951153665781,0.6024739533662796,0.25291883781552316,0.9711485415697098,0.002749154351186007,11.966120447054756,1.2178411483764648
96,0.6604222717673279,0.31909905114146164,0.7612880198068397,0.3117064438587011,0.9653549312159072,0.0028723030307785022,0.5260424093902111,0.25292235530912877,0.6024002122879029,0.2528900062292814,0.9711485415697098,0.0027498133858898655,11.96738652329195,1.2184247970581055
97,0.6598748287489248,0.3187741311483605,0.7608181459959164,0.31148892883644547,0.9647272603456364,0.002775921269731466,0.5259864863753319,0.2528957416117191,0.6023321104049683,0.25286336451768876,0.9711485415697098,0.002750422322424129,11.96855665335747,1.2189640998840332
98,0.6622682234575582,0.3209856429765391,0.7608273161012072,0.3136862084962601,0.9643000807873038,0.0028514316532934126,0.525934554040432,0.2528710285574198,0.6022688770294189,0.25283862598240375,0.9711485415697098,0.0027509878179989757,11.969643414702572,1.219464898109436
99,0.6605831835159036,0.3199911013592121,0.7593166592509247,0.31265042150436445,0.9639935590500055,0.002854532189937958,0.5258868560194969,0.2528483258187771,0.602210807800293,0.25281589448451997,0.9711485415697098,0.0027515073923859747,11.970642056431519,1.219925045967102
100,0.6623354935368826,0.32113789749699967,0.7605654313120731,0.3140525817871094,0.9637131406817325,0.002826512612532391,0.5258429220318794,0.25282741002738474,0.6021573305130005,0.25279495745897296,0.9711485415697098,0.002751985891954973,11.971561965483131,1.220348834991455
101,0.6620034734870113,0.3202410499716914,0.7621083987313647,0.313194639460985,0.9650647910528405,0.002827049800205629,0.5258027231693267,0.2528082726150751,0.6021084034442902,0.2527757956087589,0.9711485415697098,0.002752423892961815,11.972404088969478,1.2207367420196533
102,0.6612375094447025,0.3196102755014287,0.7619469346002091,0.3123639953690906,0.965087466461714,0.0027828459075630403,0.525766847729683,0.25279118701815606,0.6020647424459458,0.2527586959302425,0.9711485415697098,0.002752814801642671,11.973155782958829,1.2210829257965088
103,0.6605640407218489,0.3190319583166477,0.7618479950483455,0.311551139105198,0.9654685640057852,0.0028317006058492804,0.5257344354689121,0.25277575202286245,0.6020253014564514,0.25274324357509614,0.9711485415697098,0.002753167999908328,11.973834962328763,1.22139573097229
104,0.6601815826671068,0.3192909295822299,0.7602101502030395,0.3118322644122811,0.9644711315631866,0.0028635920553338216,0.5257042072713375,0.2527613585442305,0.6019885194301605,0.2527288291603327,0.9711485415697098,0.0027534973714500666,11.974468426403973,1.2216874361038208
105,0.6607835667077885,0.3200020902725153,0.759742526813995,0.3128961650438087,0.9640194641989331,0.0028452938625610673,0.5256770206987857,0.2527484103292227,0.6019554436206818,0.25271587051451205,0.9711485415697098,0.002753793663578108,11.975038268864598,1.221949815750122
106,0.6597520497649215,0.3186513074608736,0.7608409863571788,0.3113249453694321,0.964826775844707,0.0028042955565006408,0.5256534245610237,0.25273716896772386,0.6019267368316651,0.2527046127617359,0.9711485415697098,0.0027540508698439227,11.975533046471881,1.2221776247024536
107,0.6609984255114267,0.3195131109204403,0.7615990562494411,0.3123058167307876,0.9649878081887268,0.0028136284537288512,0.5256318771839141,0.2527269046753645,0.6019005256891251,0.2526943374425173,0.9711485415697098,0.0027542857627850027,11.975984939792149,1.2223856449127197
108,0.6622498198304065,0.3212955774262894,0.7599153366199759,0.31417462610921193,0.964301390010257,0.00282514879079319,0.5256126470863819,0.2527177453041077,0.6018771284818649,0.2526851697266102,0.9711485415697098,0.0027544953173492103,11.976388097510139,1.2225712537765503
