image,DecomNetRetinexTapetum,DecomNetRetinexTapetumRGB,RetinexNet,RetinexTapetum,RetinexTapetumRGB
00690.png,15.449108123779297,19.43962860107422,0.10205626,80.08304595947266,77.33716583251953
00691.png,15.934910774230957,19.86161231994629,0.10261454,80.06440734863281,77.31639099121094
00692.png,21.351289749145508,24.608871459960938,0.09763737,86.36731719970703,84.20213317871094
00693.png,22.432512283325195,26.287317276000977,0.090666726,85.73978424072266,83.51273345947266
00694.png,29.65084457397461,33.814537048339844,0.084906206,91.19964599609375,88.73029327392578
00695.png,29.674699783325195,33.84769821166992,0.08474814,91.22858428955078,88.76205444335938
00696.png,30.055261611938477,32.090457916259766,0.12507857,84.96143341064453,83.58182525634766
00697.png,30.06230926513672,32.09197235107422,0.12547325,84.96036529541016,83.58039093017578
00698.png,23.076772689819336,25.319189071655273,0.091713525,86.45372009277344,85.17359924316406
00699.png,23.060117721557617,25.31215476989746,0.09141484,86.35753631591797,85.06812286376953
00700.png,19.438081741333008,15.206418991088867,0.13403615,55.990806579589844,51.822689056396484
00701.png,19.2515811920166,15.031848907470703,0.13331491,56.042633056640625,51.87389373779297
00702.png,50.73540496826172,53.13607406616211,0.1541827,115.72632598876953,113.60369873046875
00703.png,50.89317321777344,53.30087661743164,0.15433809,115.7920913696289,113.67546844482422
00704.png,51.217918395996094,53.61227798461914,0.15480436,116.03567504882812,113.94319152832031
00705.png,45.18680953979492,47.76250076293945,0.12499067,112.36786651611328,110.73075866699219
00706.png,47.468929290771484,50.50049591064453,0.12536201,111.88760375976562,110.20092010498047
00707.png,45.335601806640625,47.8916015625,0.1250829,112.39752960205078,110.76275634765625
00708.png,16.455114364624023,18.900470733642578,0.09173138,69.24172973632812,66.92440795898438
00709.png,16.021543502807617,18.19648551940918,0.091992855,68.13590240478516,65.71022033691406
00710.png,26.397953033447266,25.047378540039062,0.11554215,70.38878631591797,65.13854217529297
00711.png,26.42133903503418,25.085899353027344,0.11563408,70.52997589111328,65.29154205322266
00712.png,29.991294860839844,31.903003692626953,0.06323903,82.49242401123047,76.41482543945312
00713.png,30.195175170898438,32.05821228027344,0.06405546,81.93555450439453,75.8044662475586
00714.png,16.72174072265625,17.981609344482422,0.11072455,58.97622299194336,56.10951232910156
00715.png,16.58497428894043,17.239721298217773,0.119819455,59.08768844604492,56.23623275756836
00716.png,23.290321350097656,18.9793643951416,0.14714815,60.933311462402344,55.78150939941406
00717.png,36.549461364746094,38.90016174316406,0.09846246,94.4563980102539,92.39342498779297
00718.png,39.52442169189453,35.56376647949219,0.2257151,37.36235809326172,31.647174835205078
00719.png,39.43939971923828,35.52777862548828,0.22542322,37.49837875366211,31.793254852294922
