image,DecomNetRetinexTapetum,DecomNetRetinexTapetumRGB,RetinexNet,RetinexTapetum,RetinexTapetumRGB
00751.png,26.215586662039975,26.05914057993575,15.557966156276466,11.606031318294047,11.87009636301732
00752.png,24.285750681465125,24.24105170518179,16.30142775516347,11.832127891115505,12.12712304190253
00753.png,19.629618990240218,20.09052256527886,13.078696852294772,13.894190922731495,14.270229351634535
00754.png,19.732665955106764,20.216148461350862,13.095634450139936,13.86354870669278,14.235019548568253
00755.png,30.068560723672142,32.044847350617786,14.197405841942494,12.186548159756786,12.343233320971063
00756.png,30.045383592492595,31.999184961733715,14.195852757321925,12.164778698789704,12.318623043851186
00757.png,23.055339190138923,22.301356253778714,17.525435299265155,9.645886329843973,9.839942610584156
00758.png,21.33389218554384,19.857795702280473,20.04807968064594,9.944634964590673,10.176162778140647
00759.png,20.026236971443364,20.225351000283712,15.754714026522317,15.00971732318198,15.779729973884704
00760.png,20.135632586538264,20.340219649832378,15.331607527882598,14.951995563520201,15.711437730248509
00761.png,22.014800145649403,22.16944400266609,15.57959297363096,12.964177386276381,13.431185529758572
00762.png,21.963223339779407,21.962295168082512,15.587174165582791,12.859079781780478,13.310572010038443
00763.png,15.642000573533545,16.308466292315384,11.554571335915483,16.131593777284362,16.69178417856809
00764.png,16.7804901194223,16.758352287568037,11.916693569501223,15.60509197651827,16.070194554855497
00765.png,18.18844026517761,17.948134362469986,15.584386851137497,12.15025254175915,12.585877405196147
00766.png,18.20846935341247,17.959639395407194,15.619376701672882,12.153635412962775,12.590610580879822
00767.png,16.637942145295877,16.751507362697268,15.110360850013327,10.47601972333285,10.645451900386771
00768.png,15.338771231827959,15.19603482632653,16.15587191061428,10.8823786638178,11.099528650998602
00769.png,19.217328508376053,19.709895784230223,13.651186926508892,15.778269364942954,16.335214170165997
00770.png,19.170091084529403,19.665022961350456,13.635738263191357,15.79776379698265,16.35665511822313
00771.png,20.363114513079168,20.976109562831915,15.045459594795329,14.693451477136792,15.33059528008402
00772.png,20.800173185472772,21.41039356205292,15.544222118718691,14.88570329644963,15.564397950722388
00773.png,21.67343926565241,20.60233583238038,17.48418633669494,9.676611114336353,9.857387950661316
00774.png,21.633060670479942,21.22827239941232,16.81844987115233,9.598218719204192,9.769134931938577
00775.png,20.904310764602275,20.51836883742488,16.520831794013475,12.077369302684389,12.551467854691953
00776.png,20.981930280293216,20.710619127582586,15.82492127353085,11.97463516734695,12.43221218545427
00777.png,19.360200062248822,18.574350300674148,16.328389827594837,10.26591422295165,10.493976070017325
00778.png,19.281114731581123,18.387210200759377,16.39804653101962,10.189603206786416,10.408925004668937
00779.png,19.25571540846923,20.723885762782807,14.975869463645433,14.902215768773921,15.412717549622306
00780.png,19.266364217579003,20.709192458027527,14.960865832811155,14.842523323441805,15.344328017864184
00781.png,16.929225515139063,16.904022025329827,16.428110157557533,10.598181626500885,11.022787906882261
00782.png,16.95796560453926,16.915501304551576,16.500243722040928,10.59424752085624,11.019632590642178
00783.png,16.95029400671796,16.91280114753851,16.50087783825135,10.596398566696827,11.021778104787934
00784.png,15.262952928996125,14.91214286059683,16.930605833852344,8.624661961284326,8.799786061006824
00785.png,15.248382603671802,14.895871559015703,16.893298976310323,8.620476576488201,8.795055400096196
00786.png,15.247444426438799,14.897561871552202,16.93811701576497,8.622214455858504,8.797074708051138
00787.png,19.613113203076754,18.969085087299902,17.067904204675184,10.600794111128042,10.70706743589726
00788.png,19.209290092228187,18.577579945308504,16.877753692786627,10.564028457509483,10.66602763342649
00789.png,19.25669295924422,18.613892597905267,16.86401786316789,10.57022429972398,10.672795731723003
