image,model,psnr,ssim,mae,mse,rmse,lpips
00715.png,RetinexTapetum,12.219044649159922,0.41249171272215474,59.08768844604492,3900.99951171875,62.45798196963099,0.19657698273658752
00716.png,RetinexTapetum,12.261504377670885,0.6064399323787998,60.933311462402344,3863.04638671875,62.153410097264576,0.2207142561674118
00717.png,RetinexTapetum,8.322776787566749,0.21473840798965335,94.4563980102539,9567.5927734375,97.81407247138573,0.6159044504165649
00718.png,RetinexTapetum,15.912805463578493,0.7286475502777598,37.36235809326172,1666.4788818359375,40.82252909651652,0.12683767080307007
00719.png,RetinexTapetum,15.889858610344639,0.7303227091352816,37.49837875366211,1675.307373046875,40.93051884653889,0.12233845889568329
00720.png,RetinexTapetum,12.963826010310902,0.3919633223627961,54.91255569458008,3286.228515625,57.32563576293769,0.27779078483581543
00721.png,RetinexTapetum,12.883795085734926,0.3796354707298291,55.531944274902344,3347.347900390625,57.85626932658746,0.2719038724899292
00722.png,RetinexTapetum,16.65611842658648,0.7016321015267389,36.36946487426758,1404.327880859375,37.47436298136868,0.10719902068376541
00723.png,RetinexTapetum,16.78517026714807,0.7123611961699247,35.71448516845703,1363.2117919921875,36.92169811902193,0.11043375730514526
00724.png,RetinexTapetum,15.53521476436776,0.534320840898785,41.04948806762695,1817.853515625,42.636293408609056,0.23441612720489502
00725.png,RetinexTapetum,15.74256622367188,0.5652655471996145,40.16629409790039,1733.1004638671875,41.63052322355782,0.21885359287261963
00726.png,RetinexTapetum,16.5908937540965,0.7595120969500551,36.6641845703125,1425.5780029296875,37.7568272360071,0.10714087635278702
00727.png,RetinexTapetum,16.36218002215728,0.7476468557314436,37.82650375366211,1502.6656494140625,38.76423157259876,0.10716059803962708
00728.png,RetinexTapetum,16.215692743225862,0.6885326956138152,37.95403289794922,1554.2149658203125,39.42353314735137,0.12960480153560638
00729.png,RetinexTapetum,19.07888936546612,0.8303020075598323,27.6110782623291,803.88037109375,28.35278418592696,0.1407879889011383
00730.png,RetinexTapetum,18.927320044363594,0.828033714779879,28.254638671875,832.4312133789062,28.851884052500044,0.13573963940143585
00731.png,RetinexTapetum,14.786366727640644,0.7206720025445471,44.72527313232422,2159.949951171875,46.47526171170933,0.14328180253505707
00732.png,RetinexTapetum,14.665870879168196,0.7102862606201293,45.549922943115234,2220.71728515625,47.12448710762007,0.13709527254104614
00733.png,RetinexTapetum,14.649682945390143,0.7014063488020085,46.0139045715332,2229.01025390625,47.21239512994707,0.12812578678131104
00734.png,RetinexTapetum,14.736358588097925,0.705546293732708,45.55912399291992,2184.965087890625,46.743610128985814,0.13059484958648682
00735.png,RetinexTapetum,12.847360605562063,0.5294822437630123,54.99364471435547,3375.548095703125,58.09946725834175,0.17668399214744568
00736.png,RetinexTapetum,12.852245858902664,0.5353454945679329,55.0168342590332,3371.753173828125,58.06679923870546,0.17990297079086304
00737.png,RetinexTapetum,13.098090646706488,0.6034640428894477,54.962955474853516,3186.187255859375,56.44632189841403,0.21123039722442627
00738.png,RetinexTapetum,12.902523003718132,0.5893179857372717,56.44875717163086,3332.9443359375,57.73165800440431,0.20616388320922852
00739.png,RetinexTapetum,9.295700813508779,0.21007197807784664,82.26762390136719,7647.337890625,87.44905883212809,0.5629523992538452
