image,model,psnr,ssim,mae,mse,rmse,lpips
00726.png,RetinexTapetumRGB,17.67194122563446,0.8124124987674596,32.3787956237793,1111.4405517578125,33.33827457679555,0.08835413306951523
00727.png,RetinexTapetumRGB,17.383768360718964,0.7998525645677296,33.65302276611328,1187.691162109375,34.46289544001454,0.09043966978788376
00728.png,RetinexTapetumRGB,17.185738764732342,0.7359573311553369,33.80645751953125,1243.1011962890625,35.257640254121696,0.11465731263160706
00729.png,RetinexTapetumRGB,21.32642842562117,0.8411191875978622,21.17862319946289,479.1125183105469,21.88863902371609,0.1366850584745407
00730.png,RetinexTapetumRGB,21.101035353883084,0.8394708664460001,21.88039779663086,504.6343688964844,22.464068395918055,0.13147218525409698
00731.png,RetinexTapetumRGB,15.877556484206657,0.7560718027011194,39.580501556396484,1680.0596923828125,40.98853122987957,0.13153646886348724
00732.png,RetinexTapetumRGB,15.72511582983701,0.7453587948854814,40.481441497802734,1740.0782470703125,41.714245133650834,0.12568490207195282
00733.png,RetinexTapetumRGB,15.707342019190328,0.7319916020361781,40.88823699951172,1747.2142333984375,41.799691785926335,0.1197618842124939
00734.png,RetinexTapetumRGB,15.812033040683238,0.7358668904323299,40.39517593383789,1705.5994873046875,41.298904190119714,0.12332115322351456
00735.png,RetinexTapetumRGB,13.581457761741182,0.5665221491158632,50.845821380615234,2850.5888671875,53.390906221823016,0.16219009459018707
00736.png,RetinexTapetumRGB,13.58804523342598,0.5731093039210046,50.867156982421875,2846.268310546875,53.35042933798073,0.16598667204380035
00737.png,RetinexTapetumRGB,13.839020804537476,0.6389020242261065,50.543487548828125,2686.447021484375,51.83094656172483,0.19492760300636292
00738.png,RetinexTapetumRGB,13.603008250564265,0.6248013060776111,52.174964904785156,2836.478759765625,53.25860268318748,0.19034266471862793
00739.png,RetinexTapetumRGB,9.485635438563055,0.22623165545484522,80.62433624267578,7320.0966796875,85.55756354459552,0.5537844896316528
00740.png,RetinexTapetumRGB,9.469198710988472,0.22362850349148478,80.76355743408203,7347.853515625,85.71962153220814,0.5632651448249817
00741.png,RetinexTapetumRGB,13.102437555579126,0.5501466369764153,55.669044494628906,3182.999755859375,56.41808004407253,0.2159704566001892
00742.png,RetinexTapetumRGB,9.238752306672191,0.13698532533263558,86.18213653564453,7748.27685546875,88.02429696094568,0.670363187789917
00743.png,RetinexTapetumRGB,14.008713204153045,0.5835474112924656,49.309349060058594,2583.50341796875,50.828175434189546,0.26708629727363586
00744.png,RetinexTapetumRGB,11.939776508605139,0.41812014989419355,62.653438568115234,4160.08984375,64.49875846673329,0.40207618474960327
00745.png,RetinexTapetumRGB,13.27928676343256,0.5269238074410639,52.508155822753906,3055.98828125,55.28099385186558,0.25834134221076965
00746.png,RetinexTapetumRGB,13.195950801835163,0.5183065002505455,52.81600570678711,3115.1953125,55.813934751995404,0.26224249601364136
00747.png,RetinexTapetumRGB,12.236007027731224,0.438879533737282,60.850337982177734,3885.79296875,62.33612892015352,0.27935901284217834
00748.png,RetinexTapetumRGB,12.295903126788302,0.4498482203890178,60.5328483581543,3832.569580078125,61.90775056548352,0.2729007601737976
00749.png,RetinexTapetumRGB,11.186910862123371,0.3829240792466198,68.64746856689453,4947.53955078125,70.33874857275505,0.44180694222450256
00750.png,RetinexTapetumRGB,10.819256852780821,0.3347257614613119,71.7872085571289,5384.615234375,73.37993754681861,0.41259586811065674
00751.png,RetinexTapetumRGB,11.87009636301732,0.3107776437488167,62.793087005615234,4227.37451171875,65.01826290911463,0.39144110679626465
00752.png,RetinexTapetumRGB,12.12712304190253,0.3541423554622353,60.5975341796875,3984.447021484375,63.12247635735131,0.46800410747528076
00753.png,RetinexTapetumRGB,14.270229351634535,0.42906778296002174,47.83829879760742,2432.525634765625,49.320641061989704,0.3535943627357483
00754.png,RetinexTapetumRGB,14.235019548568253,0.4264065919818442,48.04075622558594,2452.3271484375,49.52097685261772,0.35547539591789246
00755.png,RetinexTapetumRGB,12.343233320971063,0.21266129189422642,59.467079162597656,3791.0283203125,61.57132709559296,0.5630857944488525
00756.png,RetinexTapetumRGB,12.318623043851186,0.2061494679237829,59.62031555175781,3812.572021484375,61.74602838632113,0.572234570980072
00757.png,RetinexTapetumRGB,9.839942610584156,0.25501408353352945,80.3497314453125,6746.61767578125,82.13779687684136,0.514680802822113
00758.png,RetinexTapetumRGB,10.176162778140647,0.2880267714199662,77.46412658691406,6244.01708984375,79.01909319806036,0.5164971947669983
00759.png,RetinexTapetumRGB,15.779729973884704,0.5788896259292282,38.83501434326172,1718.3331298828125,41.452781931769216,0.2071802169084549
00760.png,RetinexTapetumRGB,15.711437730248509,0.5885504583949385,39.57694625854492,1745.5672607421875,41.77998636598853,0.19838818907737732
00761.png,RetinexTapetumRGB,13.431185529758572,0.40916558615043847,50.605255126953125,2950.94970703125,54.322644514339046,0.3538740277290344
00762.png,RetinexTapetumRGB,13.310572010038443,0.39979038952672435,51.26813888549805,3034.052978515625,55.08223832158262,0.3579860329627991
00763.png,RetinexTapetumRGB,16.69178417856809,0.575084682291826,36.45806884765625,1392.84228515625,37.320802311261346,0.2651791274547577
00764.png,RetinexTapetumRGB,16.070194554855497,0.5246016608603833,39.32025909423828,1607.1666259765625,40.08948273520828,0.2546818256378174
00765.png,RetinexTapetumRGB,12.585877405196147,0.3821954774968612,54.767311096191406,3585.028564453125,59.87510805379081,0.22788965702056885
00766.png,RetinexTapetumRGB,12.590610580879822,0.38797380730019637,54.82902145385742,3581.12353515625,59.842489379672784,0.22406116127967834
00767.png,RetinexTapetumRGB,10.645451900386771,0.15704150991585145,64.16392517089844,5604.47802734375,74.8630618352185,0.41476595401763916
00768.png,RetinexTapetumRGB,11.099528650998602,0.19307453849961395,61.34105682373047,5048.0947265625,71.04994529598527,0.4154120981693268
00769.png,RetinexTapetumRGB,16.335214170165997,0.4241811984405344,36.45327377319336,1512.02490234375,38.884764398717266,0.36087295413017273
00770.png,RetinexTapetumRGB,16.35665511822313,0.4251661573284526,36.33277130126953,1504.5784912109375,38.78889649385424,0.3653757870197296
00771.png,RetinexTapetumRGB,15.33059528008402,0.44788556067945545,41.44652557373047,1905.5521240234375,43.65263020739343,0.1720043569803238
00772.png,RetinexTapetumRGB,15.564397950722388,0.5386262667333434,40.86487579345703,1805.6790771484375,42.49328272972609,0.17340438067913055
00773.png,RetinexTapetumRGB,9.857387950661316,0.22451811714157552,79.47359466552734,6719.5712890625,81.97299121700085,0.5475274920463562
00774.png,RetinexTapetumRGB,9.769134931938577,0.21218421560219788,80.26072692871094,6857.5166015625,82.81012378666331,0.547370195388794
00775.png,RetinexTapetumRGB,12.551467854691953,0.4335278382844557,55.84436798095703,3613.5458984375,60.11277649915615,0.22515711188316345
00776.png,RetinexTapetumRGB,12.43221218545427,0.41745354892833014,56.73674392700195,3714.1474609375,60.943805763485926,0.22235997021198273
00777.png,RetinexTapetumRGB,10.493976070017325,0.21683326109662301,69.59300994873047,5803.4033203125,76.1800716743723,0.3943915367126465
00778.png,RetinexTapetumRGB,10.408925004668937,0.2111028271676513,70.25247955322266,5918.17578125,76.92968075619449,0.4045509099960327
00779.png,RetinexTapetumRGB,15.412717549622306,0.45567308816691526,40.139122009277344,1869.85791015625,43.24185368547757,0.2554844319820404
00780.png,RetinexTapetumRGB,15.344328017864184,0.45028041991247036,40.44359588623047,1899.5361328125,43.583668189041866,0.2612116038799286
00781.png,RetinexTapetumRGB,11.022787906882261,0.42150351613344167,68.58018493652344,5138.08837890625,71.68046023084848,0.2498600333929062
00782.png,RetinexTapetumRGB,11.019632590642178,0.4318299738251173,68.7420425415039,5141.82275390625,71.70650426499851,0.24314522743225098
00783.png,RetinexTapetumRGB,11.021778104787934,0.4318223337601786,68.717529296875,5139.283203125,71.68879412519784,0.24520502984523773
00784.png,RetinexTapetumRGB,8.799786061006824,0.15802043738158952,87.03370666503906,8572.38671875,92.5871844196053,0.47987282276153564
00785.png,RetinexTapetumRGB,8.795055400096196,0.15599256575287584,87.056396484375,8581.7294921875,92.63762460354594,0.4821777045726776
00786.png,RetinexTapetumRGB,8.797074708051138,0.15839245824638853,87.07450103759766,8577.740234375,92.616090580282,0.48140156269073486
00787.png,RetinexTapetumRGB,10.70706743589726,0.11798009874394196,70.72924041748047,5525.52587890625,74.33388109675325,0.6095510125160217
00788.png,RetinexTapetumRGB,10.66602763342649,0.11376028551587092,71.0248031616211,5577.98828125,74.68593094586156,0.6163283586502075
00789.png,RetinexTapetumRGB,10.672795731723003,0.11478409815152417,70.97333526611328,5569.30224609375,74.6277578793156,0.6140164136886597
00690.png,DecomNetRetinexTapetum,21.529197192423467,0.824503545039459,15.449108123779297,457.2572937011719,21.383575325496246,0.2721959352493286
00691.png,DecomNetRetinexTapetum,21.19441152231026,0.7998897687646167,15.934910774230957,493.90020751953125,22.223865719526188,0.26932114362716675
00692.png,DecomNetRetinexTapetum,19.746011458479003,0.8039437420483985,21.351289749145508,689.41259765625,26.256667679967503,0.3094450831413269
00693.png,DecomNetRetinexTapetum,19.381969090379425,0.8011167160536914,22.432512283325195,749.6929931640625,27.380522149222475,0.3093287944793701
00694.png,DecomNetRetinexTapetum,17.53441610725574,0.8027297357147204,29.65084457397461,1147.198974609375,33.87032587102426,0.30276215076446533
00695.png,DecomNetRetinexTapetum,17.535937213513183,0.802877095272776,29.674699783325195,1146.7972412109375,33.86439488918911,0.30398476123809814
00696.png,DecomNetRetinexTapetum,17.212282569990972,0.7806763796684942,30.055261611938477,1235.526611328125,35.15005848257048,0.35598650574684143
00697.png,DecomNetRetinexTapetum,17.200154299664113,0.7776710264843211,30.06230926513672,1238.9818115234375,35.19917344943539,0.3560341000556946
00698.png,DecomNetRetinexTapetum,19.575946270402518,0.8378928175399015,23.076772689819336,716.94482421875,26.775825369514756,0.34482306241989136
00699.png,DecomNetRetinexTapetum,19.553040583326723,0.8280451133089519,23.060117721557617,720.7361450195312,26.84652947811935,0.34979790449142456
00700.png,DecomNetRetinexTapetum,20.73976563501787,0.7712978153939306,19.438081741333008,548.4080200195312,23.418113075556093,0.23491612076759338
00701.png,DecomNetRetinexTapetum,20.835166623472876,0.779774893332922,19.2515811920166,536.4925537109375,23.162308902847695,0.2327699065208435
00702.png,DecomNetRetinexTapetum,13.076508874784945,0.7521243150731394,50.73540496826172,3202.06005859375,56.586748082866094,0.3924992084503174
00703.png,DecomNetRetinexTapetum,13.057047825093601,0.7514303292076661,50.89317321777344,3216.44091796875,56.71367487624788,0.391294002532959
00704.png,DecomNetRetinexTapetum,13.01282451297569,0.7488125154600871,51.217918395996094,3249.360595703125,57.00316303244168,0.39471080899238586
00705.png,DecomNetRetinexTapetum,14.336397049331728,0.7570144489807666,45.18680953979492,2395.745361328125,48.946351869451156,0.4149903357028961
00706.png,DecomNetRetinexTapetum,13.887447575793573,0.7479046395017391,47.468929290771484,2656.65771484375,51.54277558342925,0.4278276562690735
00707.png,DecomNetRetinexTapetum,14.293059187234558,0.7567885470489791,45.335601806640625,2419.77197265625,49.1911777929361,0.4139614999294281
00708.png,DecomNetRetinexTapetum,21.186678774521596,0.8158415135140945,16.455114364624023,494.7803955078125,22.243659669843282,0.327628493309021
00709.png,DecomNetRetinexTapetum,21.39775930184523,0.8177302979250914,16.021543502807617,471.3075866699219,21.709619680453223,0.32307007908821106
00710.png,DecomNetRetinexTapetum,16.551144801908144,0.8482302307903894,26.397953033447266,1438.685546875,37.93000852722024,0.2614612281322479
00711.png,DecomNetRetinexTapetum,16.53163721197348,0.8476317376761432,26.42133903503418,1445.162353515625,38.01529104867704,0.2643945515155792
00712.png,DecomNetRetinexTapetum,16.96436586372996,0.8614284397201097,29.991294860839844,1308.1085205078125,36.1677829083815,0.2565639913082123
00713.png,DecomNetRetinexTapetum,16.900189153773756,0.8599404622155845,30.195175170898438,1327.582275390625,36.43600246172218,0.25890713930130005
00714.png,DecomNetRetinexTapetum,20.40685317693177,0.756951060184862,16.72174072265625,592.0999755859375,24.333104520096434,0.42506861686706543
00715.png,DecomNetRetinexTapetum,20.55233989052686,0.7659345275378509,16.58497428894043,572.5934448242188,23.928924857256305,0.42137619853019714
00716.png,DecomNetRetinexTapetum,17.96327273020635,0.8630896717115202,23.290321350097656,1039.3291015625,32.238627476406315,0.21591536700725555
00717.png,DecomNetRetinexTapetum,14.757277265790187,0.810202908943443,36.549461364746094,2174.466064453125,46.63117052415825,0.3122464418411255
00718.png,DecomNetRetinexTapetum,15.26677429708569,0.7295800564161574,39.52442169189453,1933.7615966796875,43.97455624198711,0.39699500799179077
00719.png,DecomNetRetinexTapetum,15.275543672315937,0.7315557473498897,39.43939971923828,1929.86083984375,43.930181422841294,0.3967673182487488
00720.png,DecomNetRetinexTapetum,25.94562300452499,0.8656193319360151,9.680405616760254,165.3933563232422,12.860534838148924,0.27611613273620605
00721.png,DecomNetRetinexTapetum,25.0761080755864,0.863683346107904,11.424654006958008,202.0549774169922,14.21460437075166,0.2709691524505615
00722.png,DecomNetRetinexTapetum,17.14372346572041,0.7418021328666713,32.15966033935547,1255.185791015625,35.42860131328395,0.4768263101577759
00723.png,DecomNetRetinexTapetum,17.201061943550428,0.7431219787340151,31.75844383239746,1238.722900390625,35.19549545596176,0.48488742113113403
00724.png,DecomNetRetinexTapetum,17.982109076990813,0.6679502265387813,29.302339553833008,1034.8310546875,32.16879007186158,0.6289209127426147
00725.png,DecomNetRetinexTapetum,17.726345333561802,0.6755446380988963,30.266393661499023,1097.6043701171875,33.13011273927675,0.6324917078018188
00726.png,DecomNetRetinexTapetum,16.967440968553223,0.6829259085766638,32.56266784667969,1307.1826171875,36.15498053086877,0.6563826203346252
00727.png,DecomNetRetinexTapetum,17.23478097752459,0.6879186553679443,31.583911895751953,1229.142578125,35.05912973998356,0.6664314270019531
00728.png,DecomNetRetinexTapetum,17.19989843057254,0.668182379243234,31.60224151611328,1239.0548095703125,35.200210362586084,0.6659234166145325
00729.png,DecomNetRetinexTapetum,15.795814622775342,0.7765629697997084,38.86170959472656,1711.9808349609375,41.37609013622406,0.3134140372276306
00730.png,DecomNetRetinexTapetum,15.56220884507669,0.7756952626760795,40.014896392822266,1806.5894775390625,42.503993665761136,0.31043460965156555
00731.png,DecomNetRetinexTapetum,20.07127663018565,0.8035518943590944,22.196786880493164,639.6651611328125,25.29160258134728,0.31608444452285767
00732.png,DecomNetRetinexTapetum,19.747172004637697,0.803138759546,22.980558395385742,689.2283935546875,26.253159687067907,0.3169356882572174
00733.png,DecomNetRetinexTapetum,20.239471026005273,0.8046899076399375,20.514162063598633,615.3656616210938,24.806564889583033,0.28563451766967773
00734.png,DecomNetRetinexTapetum,20.23053687032149,0.8030579121447259,20.388235092163086,616.6328735351562,24.832093619651893,0.2901337146759033
00735.png,DecomNetRetinexTapetum,16.944772089625218,0.7353927697480939,29.597686767578125,1314.0235595703125,36.249462886645816,0.4160102605819702
00736.png,DecomNetRetinexTapetum,16.98869979336936,0.7461365612173028,29.403865814208984,1300.799560546875,36.06659896007489,0.4187809228897095
00737.png,DecomNetRetinexTapetum,21.621649313256604,0.797054605568614,17.609601974487305,447.6261291503906,21.15717677646029,0.36559829115867615
00738.png,DecomNetRetinexTapetum,21.692567716972935,0.8076126971923762,17.91448211669922,440.3759460449219,20.98513631227879,0.3595941662788391
00739.png,DecomNetRetinexTapetum,21.19660580531076,0.8216743539921113,19.02701187133789,493.6507263183594,22.21825209863187,0.3642715811729431
00740.png,DecomNetRetinexTapetum,21.1460937668009,0.8204370169366343,19.15643882751465,499.4258117675781,22.34783684761409,0.3724706172943115
00741.png,DecomNetRetinexTapetum,23.342829350926202,0.8339830318912763,15.470542907714844,301.16009521484375,17.35396482694499,0.259795218706131
00742.png,DecomNetRetinexTapetum,19.149768370294613,0.7839437118309798,25.45861053466797,790.8671264648438,28.12235990212848,0.3902844190597534
00743.png,DecomNetRetinexTapetum,20.349318937524995,0.8205384955559402,19.701669692993164,599.9961547851562,24.494818937586704,0.3427509367465973
00744.png,DecomNetRetinexTapetum,26.513090875775656,0.8422113007572299,8.910042762756348,145.13470458984375,12.047186584005567,0.3105100691318512
00745.png,DecomNetRetinexTapetum,16.328277457071515,0.6856261088211593,33.645938873291016,1514.44189453125,38.91583089863622,0.4102161228656769
00746.png,DecomNetRetinexTapetum,16.35265069706978,0.6794809867886821,33.52676773071289,1505.9664306640625,38.80678330735572,0.4152718484401703
00747.png,DecomNetRetinexTapetum,24.108594497554105,0.8450441130534778,12.955276489257812,252.47647094726562,15.889508203442473,0.26626959443092346
00748.png,DecomNetRetinexTapetum,24.322296889805774,0.8514766718628642,12.544551849365234,240.35362243652344,15.503342298889082,0.26128676533699036
00749.png,DecomNetRetinexTapetum,22.81412114319723,0.8197757440703244,13.196956634521484,340.14825439453125,18.443108588156477,0.34975773096084595
00750.png,DecomNetRetinexTapetum,24.396258321708665,0.8225753086389261,10.052730560302734,236.2949981689453,15.371889869789769,0.3069852292537689
00751.png,DecomNetRetinexTapetum,26.215586662039975,0.8447392191457256,9.865541458129883,155.42529296875,12.466968074425715,0.3185628056526184
00752.png,DecomNetRetinexTapetum,24.285750681465125,0.8366148886340126,11.922532081604004,242.38475036621094,15.568710619900767,0.35874974727630615
00753.png,DecomNetRetinexTapetum,19.629618990240218,0.8123818036422543,25.18270492553711,708.138916015625,26.610879655051335,0.35885053873062134
00754.png,DecomNetRetinexTapetum,19.732665955106764,0.8141055203281263,24.845291137695312,691.5343627929688,26.297040951273754,0.3585238754749298
00755.png,DecomNetRetinexTapetum,30.068560723672142,0.8562122651990882,6.546319484710693,64.00653076171875,8.000408162195148,0.3805885314941406
00756.png,DecomNetRetinexTapetum,30.045383592492595,0.8527447747135021,6.547626495361328,64.34902954101562,8.021784685530747,0.38140594959259033
00757.png,DecomNetRetinexTapetum,23.055339190138923,0.8287761031946183,13.510841369628906,321.7706604003906,17.937967008565675,0.3650987446308136
00758.png,DecomNetRetinexTapetum,21.33389218554384,0.8116265255505262,16.281930923461914,478.2898254394531,21.86983825819142,0.3542376160621643
00759.png,DecomNetRetinexTapetum,20.026236971443364,0.7344967447559125,21.170032501220703,646.33349609375,25.42308982192664,0.3090639114379883
00760.png,DecomNetRetinexTapetum,20.135632586538264,0.7593800630760136,21.30144500732422,630.2561645507812,25.104903197399135,0.3025204837322235
00761.png,DecomNetRetinexTapetum,22.014800145649403,0.8558463947965299,15.896977424621582,408.88421630859375,20.220885645999626,0.2503480613231659
00762.png,DecomNetRetinexTapetum,21.963223339779407,0.8565002163830417,15.926458358764648,413.7690734863281,20.34131444834203,0.2512121796607971
00763.png,DecomNetRetinexTapetum,15.642000573533545,0.759108791789937,41.436546325683594,1773.7005615234375,42.115324544914024,0.3154670000076294
00764.png,DecomNetRetinexTapetum,16.7804901194223,0.7795046732656669,36.03971481323242,1364.681640625,36.94159769995066,0.30014708638191223
00765.png,DecomNetRetinexTapetum,18.18844026517761,0.7225117538742295,20.90601348876953,986.8163452148438,31.413633110718724,0.40443629026412964
00766.png,DecomNetRetinexTapetum,18.20846935341247,0.7296312899886731,20.914287567138672,982.2757568359375,31.341278800264956,0.4021572470664978
00767.png,DecomNetRetinexTapetum,16.637942145295877,0.7302238125082448,28.40917205810547,1410.2176513671875,37.552864755797096,0.28757479786872864
00768.png,DecomNetRetinexTapetum,15.338771231827959,0.6740999491136591,34.26521301269531,1901.9681396484375,43.61155970208401,0.3044864237308502
00769.png,DecomNetRetinexTapetum,19.217328508376053,0.7902671276165738,23.895427703857422,778.6593627929688,27.904468509415633,0.40640366077423096
00770.png,DecomNetRetinexTapetum,19.170091084529403,0.7889769753161523,24.096044540405273,787.1749267578125,28.056637837734808,0.4074278175830841
00771.png,DecomNetRetinexTapetum,20.363114513079168,0.6176216997993168,21.78003692626953,598.09326171875,24.45594532457803,0.38362738490104675
00772.png,DecomNetRetinexTapetum,20.800173185472772,0.6550635274466327,20.38239860534668,540.8328247070312,23.255812707945324,0.38419491052627563
00773.png,DecomNetRetinexTapetum,21.67343926565241,0.8643087717187713,17.495418548583984,442.3198547363281,21.031401635086713,0.2981422245502472
00774.png,DecomNetRetinexTapetum,21.633060670479942,0.8629860798720679,17.54922866821289,446.4515075683594,21.129399129373258,0.30055785179138184
00775.png,DecomNetRetinexTapetum,20.904310764602275,0.7337312639440033,16.963972091674805,528.0186767578125,22.978656983335917,0.34712907671928406
00776.png,DecomNetRetinexTapetum,20.981930280293216,0.7376624855729855,17.06060028076172,518.6654663085938,22.77422811663644,0.3447481393814087
00777.png,DecomNetRetinexTapetum,19.360200062248822,0.7024574058429236,20.596153259277344,753.4602661132812,27.44923070166596,0.3864673376083374
00778.png,DecomNetRetinexTapetum,19.281114731581123,0.7025553149542648,21.178722381591797,767.3065185546875,27.700298167252416,0.3890697658061981
00779.png,DecomNetRetinexTapetum,19.25571540846923,0.7749059688491616,24.456722259521484,771.8071899414062,27.7814180693032,0.32789579033851624
00780.png,DecomNetRetinexTapetum,19.266364217579003,0.7757282961689168,24.369510650634766,769.9170532226562,27.747379213588015,0.3299480676651001
00781.png,DecomNetRetinexTapetum,16.929225515139063,0.707008113349564,22.397926330566406,1318.73583984375,36.31440265023989,0.4803008735179901
00782.png,DecomNetRetinexTapetum,16.95796560453926,0.7173642877144166,22.27786636352539,1310.0377197265625,36.19444321614248,0.48002034425735474
00783.png,DecomNetRetinexTapetum,16.95029400671796,0.7174844547113383,22.298879623413086,1312.3538818359375,36.2264251870915,0.4778018593788147
00784.png,DecomNetRetinexTapetum,15.262952928996125,0.6321973942570199,34.79060745239258,1935.4638671875,43.99390715982726,0.4987882673740387
00785.png,DecomNetRetinexTapetum,15.248382603671802,0.6283662269447757,34.819366455078125,1941.9681396484375,44.067767581855534,0.5026993751525879
00786.png,DecomNetRetinexTapetum,15.247444426438799,0.6322833429051946,34.90011215209961,1942.3876953125,44.07252767101633,0.5042180418968201
00787.png,DecomNetRetinexTapetum,19.613113203076754,0.7174367662982899,23.448017120361328,710.8353881835938,26.661496360549492,0.4309706389904022
00788.png,DecomNetRetinexTapetum,19.209290092228187,0.7070534226104855,24.702388763427734,780.1019287109375,27.930304844575854,0.4394765794277191
00789.png,DecomNetRetinexTapetum,19.25669295924422,0.7085275058066908,24.50820541381836,771.6334838867188,27.778291594097695,0.43285417556762695
00690.png,DecomNetRetinexTapetumRGB,20.265705162309764,0.8177792230117574,19.43962860107422,611.65966796875,24.7317542436591,0.29520440101623535
00691.png,DecomNetRetinexTapetumRGB,20.03137179906743,0.7968907370829991,19.86161231994629,645.5697631835938,25.408064924027446,0.29378554224967957
00692.png,DecomNetRetinexTapetumRGB,18.746189066486416,0.7863319627848552,24.608871459960938,867.883544921875,29.459863287562538,0.3513334095478058
00693.png,DecomNetRetinexTapetumRGB,18.24414163637815,0.7762022431555188,26.287317276000977,974.2405395507812,31.212826522934144,0.3626648783683777
00694.png,DecomNetRetinexTapetumRGB,16.406862242893816,0.7802266868746089,33.814537048339844,1487.2847900390625,38.56533145247247,0.3486946225166321
00695.png,DecomNetRetinexTapetumRGB,16.40729143149326,0.7801708868777922,33.84769821166992,1487.1378173828125,38.563425903086106,0.34664180874824524
00696.png,DecomNetRetinexTapetumRGB,16.717498768214075,0.7684432340132253,32.090457916259766,1384.61962890625,37.21047740766369,0.3717029094696045
00697.png,DecomNetRetinexTapetumRGB,16.72216208211967,0.767801781710174,32.09197235107422,1383.1336669921875,37.19050506503223,0.3699227273464203
00698.png,DecomNetRetinexTapetumRGB,18.74724993300559,0.8383758177769002,25.319189071655273,867.6715698242188,29.45626537469098,0.3213008642196655
00699.png,DecomNetRetinexTapetumRGB,18.723870855865282,0.8270702002193725,25.31215476989746,872.3550415039062,29.53565711989334,0.32683125138282776
00700.png,DecomNetRetinexTapetumRGB,22.295775868586006,0.778765840554369,15.206418991088867,383.2681884765625,19.577236487220624,0.24872827529907227
00701.png,DecomNetRetinexTapetumRGB,22.408163337311912,0.7865323041248856,15.031848907470703,373.4771423339844,19.325556714723238,0.24588347971439362
00702.png,DecomNetRetinexTapetumRGB,12.712955364993055,0.7365777783770656,53.13607406616211,3481.647705078125,59.0054887707756,0.4199663996696472
00703.png,DecomNetRetinexTapetumRGB,12.692674970683486,0.7358366692221142,53.30087661743164,3497.944091796875,59.14341968297805,0.41972580552101135
00704.png,DecomNetRetinexTapetumRGB,12.65039733461978,0.7335173522736302,53.61227798461914,3532.162109375,59.43199567047198,0.4210055470466614
00705.png,DecomNetRetinexTapetumRGB,13.787676390117419,0.7432824434477668,47.76250076293945,2718.39599609375,52.138239288393216,0.42969298362731934
00706.png,DecomNetRetinexTapetumRGB,13.317981351086882,0.7291537164778786,50.50049591064453,3028.881103515625,55.03527144945889,0.45134487748146057
00707.png,DecomNetRetinexTapetumRGB,13.75345431791029,0.742820049632032,47.8916015625,2739.9013671875,52.34406716321822,0.42969846725463867
00708.png,DecomNetRetinexTapetumRGB,20.361535694089113,0.814583457174375,18.900470733642578,598.3107299804688,24.460391043081646,0.3373764455318451
00709.png,DecomNetRetinexTapetumRGB,20.67705226089053,0.8173955690559126,18.19648551940918,556.3846435546875,23.5878070950796,0.3334020972251892
00710.png,DecomNetRetinexTapetumRGB,17.10470185545187,0.8491222843544647,25.047378540039062,1266.5145263671875,35.5881233892318,0.2725452482700348
00711.png,DecomNetRetinexTapetumRGB,17.080513565090364,0.8485627062226125,25.085899353027344,1273.588134765625,35.6873665989188,0.2734149098396301
00712.png,DecomNetRetinexTapetumRGB,16.698616363045847,0.8575027497739128,31.903003692626953,1390.65283203125,37.291457896296436,0.26493486762046814
00713.png,DecomNetRetinexTapetumRGB,16.634087931053756,0.8560761122831805,32.05821228027344,1411.4697265625,37.569531891713794,0.2667655050754547
00714.png,DecomNetRetinexTapetumRGB,19.99025757889735,0.7263039659171845,17.981609344482422,651.7103271484375,25.528617807246,0.47395870089530945
00715.png,DecomNetRetinexTapetumRGB,20.264069948071782,0.7381854582976706,17.239721298217773,611.8900146484375,24.736410706657452,0.46827471256256104
00716.png,DecomNetRetinexTapetumRGB,19.011413782998563,0.8667918910934554,18.9793643951416,816.4676513671875,28.573898077916976,0.2385760247707367
00717.png,DecomNetRetinexTapetumRGB,14.410517668717038,0.799427422611319,38.90016174316406,2355.204345703125,48.530447614905896,0.33028852939605713
00718.png,DecomNetRetinexTapetumRGB,16.194741757339425,0.7267015980542441,35.56376647949219,1561.7308349609375,39.51874030078562,0.445884644985199
00719.png,DecomNetRetinexTapetumRGB,16.191017106208207,0.7281430762631901,35.52777862548828,1563.07080078125,39.53569021506075,0.4454703629016876
00720.png,DecomNetRetinexTapetumRGB,25.49399550088829,0.8483764886918447,9.928230285644531,183.51890563964844,13.546914986064113,0.3105979263782501
00721.png,DecomNetRetinexTapetumRGB,25.43397041352607,0.8539317603134364,10.328723907470703,186.07298278808594,13.640857113395988,0.29891496896743774
00722.png,DecomNetRetinexTapetumRGB,17.617736761646416,0.7304055144352383,30.200849533081055,1125.3994140625,33.54697324741086,0.5338573455810547
00723.png,DecomNetRetinexTapetumRGB,17.762712634672717,0.7316655412216537,29.388105392456055,1088.4515380859375,32.99168892442364,0.5400279760360718
00724.png,DecomNetRetinexTapetumRGB,18.614633311498597,0.6542686565625112,26.94090461730957,894.5755615234375,29.909456055291905,0.684809148311615
00725.png,DecomNetRetinexTapetumRGB,18.36319140732472,0.6605286616432127,27.825965881347656,947.8971557617188,30.787938478594484,0.687374472618103
00726.png,DecomNetRetinexTapetumRGB,17.504945210595437,0.6588953568766376,30.31529426574707,1155.01025390625,33.985441793601126,0.7061170935630798
00727.png,DecomNetRetinexTapetumRGB,17.572959307604684,0.6619808835007639,30.161571502685547,1137.062744140625,33.720360972869564,0.7086352705955505
00728.png,DecomNetRetinexTapetumRGB,17.543189548297875,0.6458435845284028,30.17963409423828,1144.8837890625,33.836131413956,0.7074396014213562
