image,DecomNetRetinexTapetum,DecomNetRetinexTapetumRGB,RetinexNet,RetinexTapetum,RetinexTapetumRGB
00690.png,0.824503545039459,0.8177792230117574,0.6734831429221496,0.3243187733737543,0.3480803774823344
00691.png,0.7998897687646167,0.7968907370829991,0.629192611575189,0.3105472842412686,0.3322288526246097
00692.png,0.8039437420483985,0.7863319627848552,0.7182121131599581,0.2482017105131563,0.2736911973593617
00693.png,0.8011167160536914,0.7762022431555188,0.7379807887329187,0.2585637006508006,0.2853454856177555
00694.png,0.8027297357147204,0.7802266868746089,0.71231774231833,0.26593819080951064,0.29164580969372544
00695.png,0.802877095272776,0.7801708868777922,0.7135686679372785,0.2654753627700283,0.2911244476743074
00696.png,0.7806763796684942,0.7684432340132253,0.620005025596199,0.1605089082771947,0.1755918597142053
00697.png,0.7776710264843211,0.767801781710174,0.6125904594792916,0.1583097930806996,0.17310271321035356
00698.png,0.8378928175399015,0.8383758177769002,0.5900349450371895,0.1622163268906904,0.1749480567836005
00699.png,0.8280451133089519,0.8270702002193725,0.5701711613986165,0.1606583853831558,0.1729324743597079
00700.png,0.7712978153939306,0.778765840554369,0.6569233345998545,0.5184231856456868,0.53961695448009
00701.png,0.779774893332922,0.7865323041248856,0.6661742021886691,0.5234188315876783,0.5452706969381699
00702.png,0.7521243150731394,0.7365777783770656,0.6465671888502699,0.1963335453312923,0.21302022725032108
00703.png,0.7514303292076661,0.7358366692221142,0.6456768309077556,0.19558997417749077,0.21224052114144684
00704.png,0.7488125154600871,0.7335173522736302,0.6441146391777784,0.19310266302879187,0.2095422881000563
00705.png,0.7570144489807666,0.7432824434477668,0.6112086269984326,0.16078114421852566,0.17465805630771855
00706.png,0.7479046395017391,0.7291537164778786,0.6208288811503145,0.16833519021732946,0.18296859239015273
00707.png,0.7567885470489791,0.742820049632032,0.6118857696610164,0.16072940132965027,0.17460127531037842
00708.png,0.8158415135140945,0.814583457174375,0.6176661107597147,0.30635150672436473,0.3243678696664433
00709.png,0.8177302979250914,0.8173955690559126,0.6298722721375022,0.321938270589521,0.34071205077489575
00710.png,0.8482302307903894,0.8491222843544647,0.7408756885742215,0.5347561950348485,0.5597581517101696
00711.png,0.8476317376761432,0.8485627062226125,0.7408486231716603,0.5338514447945942,0.5589585448177017
00712.png,0.8614284397201097,0.8575027497739128,0.8527442404074748,0.6043177822071374,0.6319669135650332
00713.png,0.8599404622155845,0.8560761122831805,0.8523144558848119,0.6079204033948743,0.6355645107059885
00714.png,0.756951060184862,0.7263039659171845,0.7291697542538662,0.412126543189762,0.4550288814880939
00715.png,0.7659345275378509,0.7381854582976706,0.7134777293386675,0.41249171272215474,0.45511854404004665
00716.png,0.8630896717115202,0.8667918910934554,0.7621475880633984,0.6064399323787998,0.6345822661673607
00717.png,0.810202908943443,0.799427422611319,0.6032126129199042,0.21473840798965335,0.23195717348057623
00718.png,0.7295800564161574,0.7267015980542441,0.6580210640782529,0.7286475502777598,0.7530489869293183
00719.png,0.7315557473498897,0.7281430762631901,0.660289800781846,0.7303227091352816,0.7550443856816217
00720.png,0.8656193319360151,0.8483764886918447,0.7093459120211018,0.3919633223627961,0.42879266736791816
00721.png,0.863683346107904,0.8539317603134364,0.688993104302611,0.3796354707298291,0.4153157808302809
00722.png,0.7418021328666713,0.7304055144352383,0.6625898769628321,0.7016321015267389,0.747528191465329
00723.png,0.7431219787340151,0.7316655412216537,0.6652560730077623,0.7123611961699247,0.758414640268259
00724.png,0.6679502265387813,0.6542686565625112,0.5786436388360289,0.534320840898785,0.5775769839628841
00725.png,0.6755446380988963,0.6605286616432127,0.5917112729730696,0.5652655471996145,0.6100098818813886
00726.png,0.6829259085766638,0.6588953568766376,0.6875538704068358,0.7595120969500551,0.8124124987674596
00727.png,0.6879186553679443,0.6619808835007639,0.6796360196171952,0.7476468557314436,0.7998525645677296
00728.png,0.668182379243234,0.6458435845284028,0.6420105715089611,0.6885326956138152,0.7359573311553369
00729.png,0.7765629697997084,0.78582792547622,0.7225953794640597,0.8303020075598323,0.8411191875978622
00730.png,0.7756952626760795,0.7824644354685506,0.7197740375889863,0.828033714779879,0.8394708664460001
00731.png,0.8035518943590944,0.791896415697482,0.7626973962395732,0.7206720025445471,0.7560718027011194
